content,rating,type,publishedDate,tokenization,text,sequence_num,status,origin
謝謝客路舉辦這樣子的抽獎活動，雖然並不是人人有獎，但看得出來你們的用心，謝謝客路。,5,2,2021-08-23 00:32:58,,謝謝客路舉辦子抽獎活動有獎看得出來用心謝謝客路,7472,1,1
飄飄河，炎炎夏日很適合來，水涼不冰，河水乾淨，激流好玩。,5,2,2022/05/08,,飄飄河炎炎夏日適合水涼不冰河水乾淨激流好玩,7473,1,1
超棒很有錄影的感覺！！！食材器具都很齊全工作人員也很熱情很讚讚！！空拍機照片很～～～酷,5,2,2023/05/07,,超棒錄影感覺食材器具齊全工作人員熱情讚讚空拍機照片酷,7474,1,1
一流的景色，尤其是那漂浮的雲海，營區的每一個小管家也非常親切貼心！！,5,2,2022/05/07,,一流景色漂浮雲海營區管家親切貼心,7475,1,1
營釘殺手!練臂力的好地方記得準備短的營釘!,4,2,2017/05/07,,營釘殺手練臂力地方記得短營釘,7476,1,1
入住品質不好 帳篷內一堆蚊子 外面防蚊噴霧壞了 叫了2-3遍 到晚上也沒人來處理 以這個價格給這樣的入住品質 實在很沒有這個價值 衛生真的有待加強,1,2,2023/05/07,,入住品質不好帳篷一堆蚊子外面防蚊噴霧壞遍晚上沒人來價格入住品質實在價值衛生真的有待,7477,-1,1
不推薦的理由….以下是B區缺點1.草皮養護欠佳！不平整、空間小、很擁擠2.卸貨區空間規劃不足！上下裝備很麻煩，導致全部人擠來擠去，石頭路太軟手推車超難推3.雨棚不適合搭設一房一廳大帳！三角型的造型不利於穿帳篷營柱，應該說根本沒辦法穿4.野貓橫行！帳篷內覓食，咬破垃圾袋，弄的亂七八糟，趕走後還是一直跑來，防不勝防,1,2,2022/05/07,,推薦理由B區缺點草皮養護欠佳平整空間擁擠卸貨區空間規劃裝備麻煩導致擠來擠去石頭路太軟手推車超難推雨棚適合搭設一房一廳大帳三角型造型不利於穿帳篷營柱說辦法穿野貓橫行帳篷覓食咬破垃圾袋弄亂七八糟趕走跑防不勝防,7478,-1,1
場地良好，小孩放電好去處，山泉水戲水區很棒！值得再去,5,2,2022/05/07,,場地小孩放電好去處山泉水戲水區很棒值得,7479,1,1
"2023年7月1日, 星期六夜衝, 我們訂的是A區1號位, 跟露營車混再一起, 小朋友沒啥活動空間, 溪水很涼, 我們去唯一覺得OK的是溪水, 廁所衛浴很少, 滿帳時要排隊洗, 戲水池最糟糕, 池底青苔, 水裡很多樹葉青苔漂浮物, 髒到不行, 如果不是陪小朋友玩, 根本不敢下水.",1,2,2023/11/07,,2023年月日星期六夜衝訂區號位露營車混再小朋友活動空間溪水很涼唯一OK溪水廁所衛浴滿帳時要排隊洗戲水池糟糕池底青苔水裡樹葉青苔漂浮物髒不行陪小朋友玩下水,7480,-1,1
食衣住行（評論）我買了一人2700的套組食：民宿推薦BBQ吃到飽、去了發現冰箱食材有肉蠅，還死在食材上面，告知店家卻只把肉蠅抓走、沒把食材拿走做處理、肉也有怪味道、連醃製都無法蓋過驚人的味道、青菜都已經變質、實在很雷！衣：自己帶的住：當天上船後有傳個訊息聯絡民宿（無已讀）打電話（沒接）「那叫我上船聯絡幹嘛？」下船後拿了機車、機車業者帶我們到民宿、無人接待、只有一位外籍小姐請我們坐著等櫃檯、半個小時後一位臉很臭的小姐來了、什麼都沒說、也沒一句抱歉久等了（其實一句久等了就好了）、持續臉很臭的介紹行程、隔天退房卻很準時的出現了、哇、這麼準時！行：機車不錯！套裝行程潛水業者服務總結出門玩很快樂、花錢、更快樂但這家民宿讓我快樂不起來！謝謝客氣的外籍小姐,1,2,2020/05/08,,食衣住行評論買一人2700套組食民宿推薦BBQ吃發現冰箱食材肉蠅還死食材告知店家肉蠅抓走食材拿走做肉味道醃製蓋過驚人味道青菜變質實在很雷衣住當天上船傳個訊息聯絡民宿已讀打電話接上船聯絡幹嘛下船機車機車業者民宿無人接待一位外籍小姐請坐著櫃檯半個小時一位臉小姐說一句抱歉久等一句久等持續臉介紹行程隔天退房準時準時行機車不錯套裝行程潛水業者服務出門玩快樂花錢快樂這家民宿快樂謝謝客氣外籍小姐,7481,-1,1
房間設備很齊全，適合一卡皮箱直接入住的露營區,5,2,2023/06/08,,房間設備齊全適合一卡皮箱入住露營區,7482,1,1
營地乾淨草皮漂亮，老闆人好。餐廳吃晚餐，味道很棒。建議～有人露營請把營區的狗綁好……我的帳篷被黑狗尿尿～帳篷旁邊還去大便大兩次……,5,2,2022/05/06,,營地乾淨草皮漂亮老闆人好餐廳吃晚餐味道很棒建議有人露營請營區狗綁帳篷黑狗尿尿帳篷旁邊還去大便兩次,7483,1,1
帳篷內蠻舒適的，超適合親子同遊！晚上看有專業生態解說老師，帶大家認識招潮蟹，白天風景更美，能夠清楚看到濕地上螃蟹挖的洞，生態體驗真的太棒了！,5,2,2023/05/08,,帳篷內蠻舒適超適合親子同遊晚上專業生態解說老師招潮蟹白天風景更美濕地上螃蟹挖洞生態體驗真的太棒了,7484,1,1
園區尚未建設完全，期待規劃完畢後的樣貌，但帳外需要做清潔，不然都看不見外面景色有點可惜,3,2,2022-07-26T04:07:37+08:00,,園區尚未建設期待規劃完畢樣貌帳外做清潔看不見外面景色可惜,7485,0,1
推推SUP小賴教練！女友跟我都是第一次玩，在小賴教練專業的引導下，很快就能體會到SUP的樂趣。不僅如此，小賴教練根本是攝影師！教我們擺各種pose拍很多很厲害的照片，而且也像在地好朋友一樣，跟我們介紹日月潭，還推薦了好幾個景點。我們後來走那些行程也都覺得很不錯。非常感謝小賴教練！,5,2,2023/09/08,,推推SUP小賴教練女友第一次玩小賴教練專業引導很快體會SUP樂趣不僅如此小賴教練攝影師教擺pose拍厲害照片朋友介紹日月潭推薦好幾個景點走行程不錯非常感謝小賴教練,7486,1,1
7/17先講結論，沒有很推薦。1.地點不算遠在離內灣老街約15分鐘車程。營主非常的佛系經營，打電話幾乎是沒接根本找不到人，寫信也都久久才回應2.營地算蠻大的，但是草地幾乎沒在維護都禿禿的不然就是碎石子。沙坑區域也是硬到不行3.旁邊有野溪可以泡泡腳，溪水非常涼4.平日露營車$2800、假日4500什麼都沒有包喔，吃的要自己想辦法。睡袋或是棉被要自行準備。優點有室內有冷氣、隔音算不錯聽不太到外面的聲音,2,2,2023/05/07,,17先講結論推薦地點不算遠內灣老街約15分鐘車程營主佛系經營打電話沒接找不到寫信久久回應營地算蠻草地維護禿禿碎石子沙坑區域硬不行旁邊有野溪泡泡腳溪水涼平日露營車2800假日4500包喔吃想辦法睡袋棉被自行優點室內冷氣隔音算不錯聽不太到外面聲音,7487,-1,1
很安靜 舒適真的很大然後晚餐有火烤二選一早餐也有付種類多真的很推薦暖氣很舒適,5,2,2024-01-15T00:54:38+08:00,,安靜舒適真的很大晚餐火烤二選早餐有付種類真的推薦暖氣舒適,7488,1,1
我是以這樣的價位配上這樣的服務內容及規劃我覺得性價比很低不值得推薦,2,2,2022-08-15T11:18:07+08:00,,價位配服務內容規劃性價比低值得推薦,7489,-1,1
服務周到服務，人員親切有禮！食物好吃！房內整潔乾淨，浴室是獨立衛浴很方便。,5,2,2023-07-19T18:44:45+08:00,,服務周到服務人員親切有禮食物好吃房內整潔乾淨浴室獨立衛浴,7490,1,1
今天來到向海，體驗真的是太棒了！住宿環境超美，而且設施蠻多樣化的～尤其還意外收穫一隻小奶貓謝謝娟娟跟Carol的幫助～非常感謝兩位服務人員，超級貼心的還幫我們照顧一晚上～一定會再回來住宿的！️,5,2,2023/06/07,,來到向海體驗真的太棒了住宿環境超美設施多樣化意外收穫一隻小奶貓謝謝娟娟Carol非常感謝兩位服務人員超級貼心還幫照顧晚上回來住宿️,7491,1,1
教練態度不可恭維錢繳了按照預約時間到地點找不到人聯絡很久才姍姍來遲整體感覺超差,1,2,2021/05/08,,教練態度恭維錢繳預約時間地點找不到聯絡很久姍姍來遲整體感覺超差,7492,-1,1
遊樂設施開放時間太短，無法玩得很盡興。用餐時間也有限制，吃得有點趕。,3,2,2023/05/07,,遊樂設施開放時間太短玩得盡興用餐時間吃,7493,0,1
是放鬆、放空賀所宅、晚上可遠眺高雄市85大樓週邊夜景。服務很給力 親切,5,2,2022/05/08,,放鬆放空賀所宅晚上遠眺高雄市85大樓週邊夜景服務給力親切,7494,1,1
適合朋友/家庭一同前往的營地當天去直接出大景夕陽直接美到美丁美當超級大推！！！園區內還能體驗沙灘車/水彈槍 （需額外付費）我們有玩水彈槍 會提供一個場地遊玩打到可是相當痛的不過當天去晚上發生一件特別的事情可能是家務事造成對面帳篷人員的爭吵建議有事下山說 不要影響其他帳的人～,5,2,2023/09/08,,適合朋友家庭一同前往營地當天出大景夕陽美到美丁美當超級推園區還能體驗沙灘車水彈槍需額外付費玩水彈槍提供場地遊玩痛當天晚上發生一件特別事情家務事對面帳篷人員爭吵建議有事下山說影響帳的,7495,1,1
營區不大，路途很陡峭夏天來真的會非常熱！不過帳篷內有分離式冷氣～雖然有明言規定十點過後禁止喧嘩但因為沒有工作人員，所以很難避免隔壁客人大笑大聊天到12點也沒人管完全睡不著園區雜物很多，雜草也很多沒有甚麼公共設施烤肉用具倒是有免費提供（火種、木炭、噴燈）不過烤肉架要花錢租廁所還算乾淨，但建議一定要帶袋子來裝換洗衣物現場提供的盒子完全會進水 早餐有公正包子，這點很棒但是咖啡很難喝慎選！,3,2,2023/05/08,,營區路途陡峭夏天真的熱帳篷內有分離式冷氣明言十點過後禁止喧嘩因為工作人員很難隔壁客人大笑聊天12點也沒人管睡不著園區雜物雜草公共設施烤肉用具倒免費提供火種木炭噴燈烤肉架要花錢租廁所算乾淨建議袋子來裝換洗衣物現場提供盒子進水早餐公正包子很棒咖啡難喝慎選,7496,0,1
露營的好地方，空間很大。露營車也很棒，可以享受湯屋的寂靜與舒服。,4,2,2022/05/08,,露營地方空間很大露營車很棒享受湯屋寂靜舒服,7497,1,1
有點偏遠，旁邊就是工廠..人員親切和餐飲服務都很好，但園區內還有很多設施沒完成…,3,2,2022/05/07,,偏遠旁邊工廠人員親切餐飲服務園區設施,7498,0,1
雖然天氣很冷路有點難開，但這邊工作人員的熱情程度真的讓人滿意，真的適合懶人來露營 …,5,2,2022/05/07,,天氣冷路難開工作人員熱情程度真的滿意真的適合懶人露營,7499,1,1
環境美地點佳。但是螞蟻多到我整晚不敢睡！check-in時就發現很多隻在房間爬。心想沒有關係他不會咬人我也不怕！晚上11點多我覺得手很刺痛，低頭一看是螞蟻在咬我。螞蟻會咬人！之後發現除了冰箱上的櫃子、地板、牆上、廁所、連床也有！而床也有我就非常擔心咬孩子所以整晚一直在抓、注意有沒有咬小孩。到隔天早上我要拿牆上的外套，老天～我不敢拿！上面也好多螞蟻分怖在每件外套上。我忍不住了跑去櫃台和小姐說，小姐來說他們有用水煙式消毒了但是不知道怎麼還是這麼多！接著她拿起外套幫我把螞蟻拍掉，重點是她在市內沙發區拍，變成螞蟻沙發地上跑...我和小姐反應她才去外面拍外套。我們在行李上車前花好多時間拍行李上螞蟻希望螞蟻不要跟上車。回家行李打開，仍然還是有幾隻跟回來了～～1/21 老闆對於您的回覆不是很滿意，看看大家的評價我不是第一位反應螞蟻的問題，可見螞蟻問題滿嚴重的，您們應該要積極正視螞蟻問題才是。沒有食物check inㄧ進房間就看到螞蟻數量這麼多那應該是有蟻窩在那了。,1,2,2019/05/07,,環境美地點佳螞蟻多到整晚睡checkin時發現多隻房間爬心想關係咬人晚上11點多手刺痛低頭一看螞蟻咬螞蟻咬發現冰箱櫃子地板牆上廁所連床而床擔心咬孩子整晚抓有沒有咬小孩隔天早上我要牆上外套老天好多螞蟻分怖每件外套忍不住跑櫃台小姐說小姐有用水煙式消毒外套幫螞蟻拍掉重點市內沙發區拍螞蟻沙發地上跑小姐外面拍外套行李上車前花好多時間拍行李螞蟻希望螞蟻上車回家行李打開幾隻回來21老闆回覆滿意評價第一位螞蟻螞蟻正視螞蟻食物checkinㄧ進房間螞蟻數量蟻窩,7500,-1,1
服務很好，環境也很優美，還可以玩水，很適合帶小孩一起來放風休憩,5,2,2023/05/08,,服務環境優美玩水適合小孩放風休憩,7501,1,1
帳篷乾淨沒有異味，當天的活動都很有趣，餐點也很用心。大致上都很滿意，只是可能當天人比較多，有點混亂帶房的時後帶了兩次帳篷都有人了，但不影響工作人員也很親切幫我們換房。,5,2,2022/05/07,,帳篷乾淨異味當天活動有趣餐點用心滿意當天混亂帶房時後帶兩次帳篷有人影響工作人員親切幫換房,7502,1,1
洗澡水忽冷忽熱，帳篷間距離過近，喜歡安靜的千萬不要來遇到素質差的遊客就等著被吵整晚整體品質不好買外面食物進來就好,1,2,2023/05/09,,洗澡水忽冷忽熱帳篷間距離過近喜歡安靜要來素質差遊客著吵整晚整體品質不好買外面食物,7503,-1,1
服務人員親切有趣在都市的快節奏生活中偶爾該好好規劃一下好好的享受一下片刻的優閒屬於跟親朋好友的小日子 …,5,2,2023/05/07,,服務人員親切有趣都市快節奏生活中好好規劃好好享受片刻優閒親朋好友小日子,7504,1,1
超棒的地方，很放鬆服務好，東西好吃，又有活動可以玩,5,2,2023/11/07,,超棒地方放鬆服務東西好吃活動玩,7505,1,1
別買店員推薦的冰棒 店員會把最難吃銷量最差的推薦給你 千萬別買,1,2,2023/05/08,,別買店員推薦冰棒店員難吃銷量最差推薦給你千萬別買,7506,-1,1
環境很棒，服務也不錯，可以跟全家人過年時一起露營烤肉很開心,5,2,2024/03/07,,環境很棒服務不錯全家人年時露營烤肉開心,7507,1,1
對剛露營的新手，是不錯的選擇，唯一缺點床應該很久沒換了，都已經有頂到彈簧的感覺了,3,2,2021/05/08,,對剛露營新手不錯選擇唯一缺點床很久沒換了頂彈簧感覺,7508,0,1
超大的露營地，有附加冷氣涼涼吹很舒服，國慶日有音樂會煙火秀，美呆了,5,2,2020/05/08,,超大露營地附加冷氣涼涼吹舒服國慶日音樂會煙火秀美呆,7509,1,1
適合小孩嬉鬧的露營區，衛浴廁所也很舒適，有乾濕分離,5,2,2017/05/08,,適合小孩嬉鬧露營區衛浴廁所舒適乾濕分離,7510,1,1
不要買票去貓鼻頭到這裡的餐館去吃飯。風情比貓鼻頭更好就是在貓鼻頭上面。牛肉麵很好吃。也有酒吧我沒有露營。但露營️地方環境看起來很好。,5,2,2023/05/06,,買票去貓鼻頭餐館吃飯風情比貓鼻頭更好在貓鼻頭牛肉麵好吃酒吧露營露營️地方環境,7511,1,1
很多五星都是洗版的唷大家真的要三思跟營主溝通預訂事項,1,2,2023/05/08,,五星洗版唷真的三思營主溝通預訂事項,7512,-1,1
補班日來露營意外的包場，老闆娘親切、烤肉食材多樣化，香腸跟鯖魚推～～還沒到就先幫忙把冷氣開好等我們了，真是貼心的闆娘！,5,2,2023/05/08,,補班日來露營意外包場老闆娘親切烤肉食材多樣化香腸鯖魚推還沒到先幫忙冷氣開好貼心闆娘,7513,1,1
老闆服務很好，很親切，只有一個缺點小黑蚊太多,3,2,2023/05/07,,老闆服務親切缺點小黑蚊太多,7514,0,1
帳篷都可以自己佈置，園區有提供佈置的東西，還有吊燈可以拿，拍照起來非常漂亮。帳篷裡面也很乾淨，鞋子是不能穿進去的，晚上因為跟隔壁棚比較近，所以會聽到聲音，但完全不影響睡眠，早上也不會被太陽的光亮到不能睡覺。每一個帳篷有自己的野炊帳篷，野炊的地方就在自己帳篷旁邊，走三步就到了，彼此都不會互相影響，洗菜的地方，也是每帳獨立作業，因為帳篷跟野炊蓬就在旁邊，所以即便下雨也是很方便的。食材提供也很新鮮，多到我們吃不完，隔天早上還起床繼續煮早餐。假日還有提供空拍機，營區的主人非常友善，我們停車技術不太好，還幫我們引導怎麼開，當天因為天氣沒那麼好，還借我們傘。,5,2,2021/05/09,,帳篷佈置園區提供佈置東西吊燈拍照漂亮帳篷乾淨鞋子穿晚上因為隔壁棚聽到聲音影響睡眠早上太陽光亮睡覺帳篷野炊帳篷野炊地方帳篷旁邊走三步影響洗菜地方每帳獨立作業因為帳篷野炊蓬旁邊下雨食材提供新鮮多到吃不完隔天早上起床煮早餐假日提供空拍機營區主人友善停車技術不太好還幫引導開當天因為天氣還借傘,7515,1,1
原本的位置在整修在更換營地前並未告知，到場後才被告知，然後退房時間並未到一直來提醒，感覺就是一直在趕人的感覺，再來是廁所沒衛生紙也沒補還要自己補，營區有流浪狗也未善盡管理，把垃圾桶東西咬的整個都是，環境是不錯滿美的，但服務端的感受確實是不佳,2,2,2023/05/08,,原本位置整修更換營地前並未告知到場告知退房時間並未提醒感覺趕人感覺再來廁所衛生紙沒補補營區流浪狗未善管理垃圾桶東西咬環境不錯美的服務端感受確實不佳,7516,-1,1
營區廣大，營位也很大，地面洩水良好，浴室很棒，環境舒適。,5,2,2018/05/07,,營區營位很大地面洩水浴室很棒環境舒適,7517,1,1
營主夫妻親切，環境清悠，是一個讓人會想再去的營地,5,2,2020/05/07,,營主夫妻親切環境清悠人會想營地,7518,1,1
真的很適合懶人露營，不用搭帳篷。浴室廁所非常乾淨，還有附耳塞跟蚊香很貼心。,5,2,2023/05/07,,真的適合懶人露營不用搭帳篷浴室廁所乾淨附耳塞蚊香貼心,7519,1,1
營帳是還不錯裡面有盥洗室園區晚上10:00就禁止喧嘩，卻讓一群⋯稱阿姨吧，從半夜12點開始「洗澡」完全不放低音量甚至還到了大喊喊人的程度，害得整晚無法好好睡打了電話反應說會再告知對方等了20分鐘也沒有聽到來告知，對方依舊吵鬧但又不想怒吼反而吵到其他帳感覺反應了個寂寞非常不佳餐點普通尚可是不怕吵的人但真的有點誇張客人素質參差，明明入住就告知卻視而不見，一樣的金額下次會寧願住飯店CP值不高,3,2,2023/05/07,,營帳是還不錯盥洗室園區晚上1000禁止喧嘩一群稱阿姨半夜12點洗澡放低音量還到大喊喊程度害整晚好好睡電話說會告知20分鐘聽到來告知依舊吵鬧不想怒吼吵到帳感覺寂寞不佳餐點尚可吵真的誇張客人素質參差明明入住告知視而不見金額下次住飯店CP值不高,7520,0,1
環境很好，還有提供桌遊跟羽球，不用擔心沒事情做，食物也很好吃,5,2,2023-12-05T07:21:23+08:00,,環境提供桌遊羽球不用擔心事情做食物好吃,7521,1,1
帳篷內部大發霉，住了一晚，我感覺肺部充滿了孢子。附上發霉照片後，發現過幾分鐘照片全部不見。目前官網仍然開放訂購，也未在任何地方說明相關內容，有種受騙的感覺。雖然有到場後折扣1000，聽說7月會全換成新的帳篷，但是希望在客人去之前先以電話通知，讓人決定是否要前往，或是不要開放訂購。,1,2,2021/05/08,,帳篷內部大發霉住一晚感覺肺部充滿孢子附上發霉照片發現幾分鐘照片不見官網開放訂購未地方相關內容有種受騙感覺到場折扣1000聽說月全換成新帳篷希望客人先電話通知前往開放訂購,7522,-1,1
服務人員熱心協助，營主熱情健談，還有很多配套的活動項目，浴廁相當的明亮乾淨備品齊全，小朋友第一次露營玩的很開心，有很多有趣的體驗，一直說下週還想來，不虛此行會再回訪。,5,2,2023/05/08,,服務人員熱心協助營主熱情健談配套活動項目浴廁明亮乾淨備品齊全小朋友第一次露營玩開心有趣體驗直說下週想來不虛此行回訪,7523,1,1
下午上山霧有點大但上來霧散掉超級美的欸欸！！晚餐還有龍蝦干貝,5,2,2022/05/07,,下午上山霧霧散掉超級美的欸欸晚餐龍蝦干貝,7524,1,1
空間配置很好 地點很便利 環境很舒適 露營方式有很多種選擇 值得信賴與推薦,5,2,2020/05/08,,空間配置地點便利環境舒適露營方式多種選擇值得信賴推薦,7525,1,1
"地點離台中市區不遠, 開車50分鐘內可達, 沒有山路. 帳篷內部算舒適, 晚餐烤肉份量多, 品質不錯. 下午茶跟早餐很普通，最大缺點是園區蚊子實在太多, 噴再多防蚊液、放驅蚊片都沒有用. 業者很明顯沒有做好除蚊工作, 帶小孩的家長得隨時緊盯, 很難放鬆. 服務人員態度兩極, 有些親切積極, 有些很冷淡.",3,2,2021-09-15T18:09:59+08:00,,地點台中市區不遠開車50分鐘可達山路帳篷內部算舒適晚餐烤肉份量品質不錯下午茶早餐缺點園區蚊子實在太噴再多防蚊液放驅蚊片業者做好蚊工作小孩家長緊盯很難放鬆服務人員態度兩極親切冷淡,7526,0,1
火腿跟奶油放在桌子上被偷吃，水槽廚餘被吃光光，請問有小精靈嗎？,5,2,2024/01/07,,火腿奶油放在桌子偷吃水槽廚餘吃光光請問小精靈,7527,1,1
1.既然有提供租借冷氣服務，不就應該要預估好每帳都有可能會有這種需求嗎？迎接夏季的6月怎麼會遇到冷氣被租借完了，無冷氣可使用的狀況？「叢林開始露營區」不用租借每帳都附…2.食材有夠難吃,2,2,2023/06/07,,提供租借冷氣服務預估每帳需求迎接夏季月冷氣租借完冷氣狀況叢林露營區不用租借每帳附食材有夠難吃,7528,-1,1
管家親切～事前詢問也有問必答！初次露營的好地方 …,5,2,2023/07/07,,管家親切事前詢問有問必答初次露營地方,7529,1,1
第一次也是最後一次.........................................,3,2,2022-07-11T04:07:34+08:00,,第一次.........................................,7530,0,1
老闆人超Nice！晚餐的食材又多又好吃（四個女生吃不完），肉很多又有蝦有魚有菜環境很整潔，廁所跟浴室都超乾淨！！廁所跟浴室蠻大間的，而且很乾淨沒有奇怪的蟲蟲或生物。廁所有分坐式跟蹲式，浴室蓮蓬頭水很大又熱，還有附沐浴乳跟洗髮乳（洗髮乳聽老闆說是純精油的，洗起來有點涼涼的超舒服！），浴室的空間也很大，放衣服的衣架也很乾淨！！重點是吹風機用的很不錯，女生來完全不用擔心還有空拍機的活動超特別！各方面從體驗到環境的部分都大推！！第一次露營的人來這裡會被寵壞,5,2,2021/05/09,,老闆人超Nice晚餐食材好吃四個女生吃不完肉蝦魚有菜環境整潔廁所浴室超乾淨廁所浴室蠻大間乾淨奇怪蟲蟲生物廁所有分坐式蹲式浴室蓮蓬頭水很大又熱附沐浴乳洗髮乳洗髮乳聽老闆說精油洗起來涼涼的超舒服浴室空間很大放衣服衣架乾淨重點吹風機不錯女生來不用擔心空拍機活動超特別體驗環境推第一次露營人來這裡會寵壞,7531,1,1
平日包場，服務人員琦崴很親切，很棒的體驗 …,5,2,2023/05/07,,平日包場服務人員琦崴親切很棒體驗,7532,1,1
建議你們可以分類一下訂房時就要確認的搖滾區 晚上不打算睡覺 要喝酒聊天的休息區 晚上會睡覺的不然晚上吵鬧 反應服務員也沒有來可能服務員也怕被打吧被吵一整晚4:00多隔壁帳才終於放過我們禁菸也是虛設晚餐四人份火鍋不太夠吃建議自己可以在帶食材早餐很簡單 品質一般,1,2,2023/05/08,,建議分類訂房時確認搖滾區晚上打算睡覺喝酒聊天休息區晚上睡覺晚上吵鬧服務員服務員吵整晚00隔壁帳才終於放過禁菸虛設晚餐四人份火鍋不太夠吃建議食材早餐簡單品質,7533,-1,1
營車很新，但裝潢味道非常重，都要了空氣淨化器，且動距離非常近遊樂設施非常迷你，跟園區相比，感覺是湊上去增加項目的三更半夜可以用餐區外面喝酒聊天，有輕睡的人遇到晚上夜貓族非常痛苦。慎入這樣一晚收14000多，價與質有宰客的感覺。,2,2,2023/05/07,,營車新裝潢味道重空氣淨化器且動距離遊樂設施迷你園區相比感覺湊上去增加項目三更半夜用餐區外面喝酒聊天有輕睡晚上夜貓族痛苦慎入一晚收14000價與質宰客感覺,7534,-1,1
很喜歡整體環境，悠閒舒適，Ruby服務親切，講說詳細，謝謝小禮物 …,5,2,2023/05/07,,喜歡整體環境悠閒舒適Ruby服務親切講說詳細謝謝禮物,7535,1,1
風景普普通通，一直有人在施工。露營場地不是很平，有很多碎石，黑色大螞蟻很多，還有猴子出沒。廁所淋浴間很少，馬桶沖水力道很弱，不容易沖乾淨。泡湯區光線不足，很暗，還有進步空間。,3,2,2022/05/08,,風景普普通通有人施工露營場地很平碎石黑色螞蟻猴子出沒廁所淋浴間馬桶沖水力道很弱沖乾淨泡湯區光線很暗空間,7536,0,1
晚上星星很多，還可以看到三仙台！幸運的看到雲隙光好美 …,5,2,2023/10/08,,晚上星星仙台幸運雲隙光好美,7537,1,1
露營環境超棒，沖洗間還乾濕分離。營區離水源區很近又安全，設施還有漂流；沙灘車可玩，是其它營區較沒有的營業項目。但明明就夜宿者，完漂流有優惠，到現場付費時才說目前沒有優惠，就讓人有種被吭的感覺。但大致上全家大小都很喜歡該營區。,5,2,2022/05/08,,露營環境超棒沖洗間還乾濕分離營區水源區很近設施漂流沙灘車可玩營區營業項目明明夜宿完漂流優惠現場付費時說優惠就讓有種吭感覺全家大小喜歡營區,7538,1,1
整體露營過程超級滿意還有額外的手作課程，行程安排非常棒，不會覺得無聊,5,2,2023-10-14T00:06:02+08:00,,整體露營過程超級滿意額外手作課程行程安排棒無聊,7539,1,1
親切服務 需求符合 整體設備充足 是懶人過夜的好地方 下次再約多人來玩感謝 老板的包子早餐,5,2,2023-07-29T15:11:32+08:00,,親切服務需求符合整體設備充足懶人過夜地方下次約人來玩感謝老板包子早餐,7540,1,1
整體環境不錯，工作人員親切，也有各種營帳裝飾道具可供使用，唯獨就是當晚下雨，營帳會進水有點可惜。,3,2,2022-03-21 21:24:03,,整體環境不錯工作人員親切營帳裝飾道具可供使用唯獨當晚下雨營帳進水可惜,7541,0,1
很棒的體驗，有暖氣冬天露營也不冷，餐點超好吃，主廚會煮飯、會攝影、還很會唱歌，到底還有什麼不會的,5,2,2024/03/08,,很棒體驗暖氣冬天露營冷餐點超好吃主廚煮飯攝影還很會唱歌,7542,1,1
短時間內也漲價太多了吧！不能因為開始熱門就連漲了二次！從8800到11880到13800！誇張⋯ …,1,2,2023/05/07,,短時間漲價太多因為熱門連漲二次88001188013800誇張,7543,-1,1
一進帳內就是悶臭味，床墊也是濕的，花三千八睡在臭霉味的帳篷裡！你好再次回覆，已回覆信箱麻煩查看。,1,2,2023/05/07,,進帳悶臭味床墊濕花三千八睡霉味帳篷裡你好回覆回覆信箱麻煩查看,7544,-1,1
超棒的營地！規劃的很好！而且可以讓我們帶著狗狗一起，根本100分無敵，晚上10點後大家都很自律降低音量，很好的經驗，讓我們都愛上露營了喔！,5,2,2022/05/08,,超棒營地規劃帶著狗狗100分無敵晚上10點後自律降低音量經驗愛上露營喔,7545,1,1
難得放假來露營，大自然的環境很棒，很天然，風景也很漂亮,5,2,2020/05/07,,放假露營大自然環境很棒天然風景很漂亮,7546,1,1
"1. 露友在中間大草皮玩棒球遊戲 , 沒看見營主勸導 , 不顧其他露客安全 , 更何況還有其他小朋友在草皮玩耍 , 棒球遊戲還是營主提供 , 這時候營主一定說 , 我們提供的是軟式棒球 ,不好意思 , 露友自己帶硬式棒球!!2. 10點半還有露客唱卡拉ok , 沒看錯 , 是卡拉ok , 也不見營主出來維持安寧3. 狩獵帳來了一群年輕人 , 大聲聊天到半夜1~2點 , 還是不見營主出來勸導這次露營算是吃到全餐 , 集合了一票沒水準的露友 ,  如果以上都不介意的露友,  歡迎挑戰",1,2,2021/05/08,,露友草皮玩棒球遊戲營主勸導不顧露客更何況小朋友草皮玩耍棒球遊戲營主提供這時候營主說提供軟式棒球不好意思露友硬式棒球10點半露客唱卡拉ok沒看錯卡拉ok不見營主安寧狩獵帳來一群年輕人大聲聊天半夜點不見營主勸導露營算是吃全餐集合一票水準露友不介意露友挑戰,7547,-1,1
服務員EVA、海洋服務非常好這次的露營體驗很棒 謝謝向海那漾,5,2,2023/05/07,,服務員EVA海洋服務露營體驗很棒謝謝向海那漾,7548,1,1
