content,rating,type,status,sequence_num,tokenization,publishedDate,origin
位於石門水庫附近的這座露營區，交通便利，鄰近省道，路況大致良好，但山路可能會讓部分乘客產生暈車症狀，營地停車位較為狹窄，若晚到可能不利於裝備搬運，營地提供推車協助。營地屬於梯田式規劃，兒童活動空間較為侷限，設有小水池及沙坑，帳篷與帳篷間距離較近。景觀方面，擁有石門水庫等美景，附近亦有新溪口吊橋及角板山形象商圈，湖光山色秀麗。衛浴設備方面，營地共有4間浴室、4間廁所及2座小便斗，雖未見排隊情形，但清潔上未提供衛生紙。營地主人及工作人員態度親切，是個值得再次光顧的營地。,3,1,0,4076,,2018/05/07,0
設施殘破不堪，已久無人維護(水池、沙坑、射箭場。..)，道路也差得不得了，主人不確定是誰在管理這個地方。,3,1,0,4092,,2023/05/14,0
衛浴設備待維修，對於環境要求不高的旅客來說，還算可以，晚上會有蚊子出沒。,3,1,0,4094,,2023/04/05,0
驚奇，去年參加過他們的團建活動，大家合作無間，氣氛十分和諧。,3,1,0,4111,,2021/03/20,0
行動訊號微弱(中華電信)，營區內雖有WIFI，但洗澡時卻無熱水，且須等待30分鐘才有熱水。,3,1,0,4193,,2024/04/07,0
浴室陳舊，黑蟻橫行，露台氣勢卻不大，PC價格覺得略顯偏高。,3,1,0,4225,,2023/05/07,0
開車極致、急轉直下，卻又極度困難，駕駛技術要好。A區前的草地雖小，卻也清潔，孩童在此玩得不亦樂乎。乾淨的廁所、溫水的洗手台，冬天裡暖和舒適。地理位置處於山谷，沒有風，正好，夜晚寒冷但無風。有溪水但距離營區稍遠，得走一段路，釣魚卻很過癮。需請營主代為關心的是，隔壁鄰居太晚還在聊，影響到11點就寢的我，真令人沮喪。,3,1,0,4235,,2023/05/07,0
經營有方的退休老闆，將設施一一到位，各平台活動空間寬敞，建議設有廁所的平台搭帳篷較為方便，廁所旁洗手台並有熱水，冬天相當貼心，營地位處山谷，較為涼爽，晨光照射較晚，可睡得較晚，注意防蚊喔！谷歌導航可能會誤導路線，請留意營主在google地圖上的指引訊息。,3,1,0,4306,,2020/05/07,0
營地空間有限，進出道路狹窄；道路末端鄰近溪流，夜間溪水聲大，不建議紮營靠近溪邊。每區洗手台設計不良；廁所淋浴間空間充足，卻常有熱水供應不足的問題。,3,1,0,4307,,2020/05/07,0
增設淋浴熱水器，可能是因為廁所空間有限，每30分鐘熱水器才能重新加熱，造成不便。,3,1,0,4338,,2022/09/19,0
洗手檯及廁所數量太少，C、D、E共用廁所實在太少，而熱水轉到最熱只有溫水，並非我們露營族的問題，鎖住我們的廁所實在不合宜。而營區跳電是否因為電力申請量本身就不夠大，導致有人使用暖氣等高耗電產品就跳電？是否能在公約中訂定不得使用高耗電產品？又D區設置三個水龍頭，兩個在後方，一個在廁所前方，我們為了使用熱水洗手檯，竟然得和別區居民搶著用，造成我們相當不便，因為要洗手時，別區的居民也來湧入，真不方便，連上完廁所要洗手都得用自己帶來的茶水。,3,1,0,4355,,2022/01/03,0
對登山客而言，與同好們碰面，總是令人興奮不已，交換登山心得與經驗，更是增長見聞的好機會。,3,1,0,4373,,2021/03/20,0
該地排水明顯不良，宜避開雨季前往，初次造訪時，草地確實秀麗，卻在再度拜訪時，發現草叢已被蹂躪，又適逢下雨，頓時泥濘不堪，經驗十分惡劣。,3,1,0,4385,,2020/10/13,0
1.特1區房間清潔度佳，但1樓客廳，2樓旅客往來穿梭，感覺有些怪異。2.特1區廚房設在廁所旁，常有異味瀰漫。3.其他部分尚可。,3,1,0,4429,,2023/05/08,0
老闆你話說得真好，這營地雖小，五葉松卻是寶，夏天來此，確實要小心蚊蟲，玩水池清潔度有待加強，我也同意，管理上應該更嚴格執行進出營地的時間，像半夜還有人進場，這就不對了，兩晚都看到一些沒公德心的露營客，營地當然要負起責任，維持環境整潔與秩序，否則會影響其他客人的體驗。,3,1,0,4439,,2023/05/08,0
營地廣大開闊，湖水相伴，設施完善，可選擇多種露營模式，如雨棚區、松林區、竹林碎石區，稍嫌洗手設施略少，冰箱也屬稀有。,3,1,0,4465,,2022/05/08,0
"我知道，對不對？

我本來想去公園走走，但看天氣這樣，我就放棄了。

你去過那家新開的咖啡館嗎？聽說他們的咖啡真好喝。

我上週末去過，真的好棒！你一定要去試試看，他們的甜點也太厲害了。

你看過那部新上映的電影嗎？聽說很好看。

不，還沒。我忙著工作，下次再說。不過，我一定要去看看，你看過沒？

你去過那家新開的書店嗎？我聽說他們書種很多。

有啊，我去過幾次了，是個很好度過下午的好地方，你去過沒？

你去過那家新開的義大利餐廳嗎？聽說他們的披薩真好吃。

有啊，我吃過幾次了，絕對是這裡最好吃的，我覺得你應該要去試試看。

你看過那部新上映的電視劇嗎？聽說很好看。

不，還沒。我忙著工作，下次再說。不過，我一定要去看看，你看過沒？

你去過那家新開的健身房嗎？我聽說他們設備很好。",3,1,0,4475,,2022/05/08,0
寒流來襲，區內營地擠滿了帳蓬(疑為超載)，沒看到有人攜帶家用電暖器，整晚跳電好幾次，營主反應迅速，但半夜跳電時，直到天亮才恢復供電。浴室有男女各兩間、男女各一間坐式馬桶，另有男女各一間蹲式廁所。吹風機只能在女生那邊使用，冰箱則只有在浴室旁才有，到石秀灣的河濱步道在河邊。,3,1,0,4476,,2021/05/08,0
根據你的描述，不推薦區域B，原因包括：受到干擾、浴室數量不足、各區應再減少一間房、有蚊子、曾發生過跳電，雖然五葉松林很美。,3,1,0,4488,,2021/05/08,0
現在八月，蚊子大軍侵略，毫不畏人，人平均二十幾包，最後只好逃之夭夭，建議攜帶頂級的強效防蚊液，否則像我們一樣，噴了還是噴，蚊子怎麼也怕。,3,1,0,4498,,2021/05/08,0
請您再說一次，我這邊沒聽清楚。您說什麼呢?,3,1,0,4531,,2019/05/08,0
蟲蚊甚多，營主適巧修繕水管，卻疏於注意防漏膠的排水問題，洗澡時突發水管膠異味，且因攜兩歲兒同行，深恐誤飲含有水管膠之水，向營主反應亦僅獲致抱歉之意，殊不知可能已有人誤飲有毒物質。台灣民眾的環境教育，仍有待加強。如此事件在國外，勢必引發訴訟。,3,1,0,4542,,2019/05/08,0
景色宜人，老闆更是，但果真，有些小黑蚊在搗亂吧。,3,1,0,4549,,2019/05/08,0
馬桶是流動廁所，裡面蚊蟲滋生，確實是不太好的事情。,3,1,0,4564,,2018/05/08,0
營地設施完善，提供免費地面防水帳蓬，水槽水量充沛，電力供應亦便利，廁所浴室清潔，草地寬闊，惟鄰近竹林蚊蟲略多，叮人痛癢難耐。,3,1,0,4566,,2018/05/08,0
夏日蟲蚋叢生，若非絕對必要，宜避免晚間外出，著短褲亦然。,3,1,0,4651,,2024/03/07,0
這次露營遇到的是老闆娘，態度很好，因為我們週日去，所以老闆娘也讓我們自由選擇營位，值得多給一星。可惜1。蚊子超多，一不小心就飛進帳篷，出去整個都是蚊子2。螞蟻超多，感覺螞蟻把蟻窩搬到帳篷裡，一整個帳篷都是螞蟻3。會飛的蟑螂和許多昆蟲在帳篷外徘徊4。營區設備缺乏照顧，有發霉、生鏽，很可惜，不然應該很美5。營區燈很少，夜間有點昏暗。優點是營區其實很美(如果不看發霉的部分)，有湖邊和溪流，晚上可以聽河水聲入睡，心情還蠻愉悅的。,3,1,0,4676,,2023/05/07,0
原本以為離台北近，圖上看來還不錯，有雨棚應該會很愜意，碰到下雨就糟了，雨棚內積水，加上從帳蓋走到廁所，到處都是水坑和泥巴，腳總是髒兮兮，那是一次相當痛苦的露營經驗！碰到蚊蟲多也是事實，不過在戶外這也是難免的！我建議營地的設施要整修，排水也要做好一點，若是好好整理，我覺得這會是一個很棒的營地！。,3,1,0,4697,,2021/05/07,0
蚊子太多，洗澡熱水不穩，女廁馬桶常淹水，問題不少。,3,1,0,4708,,2021/05/07,0
湖泊原為漁池，現已改建為婚紗拍攝的熱門景點。,3,1,0,4718,,2021/05/07,0
優：熱水穩定、廁所乾淨；缺：業者少人情味，亦不巡視場地；若有訪客附加費，晚上幾近無路燈，部分地段有坑洞危險。,3,1,0,4724,,2020/05/07,0
對清水地質公園來說，交通或許有些不便，不過其豐富的地質景觀，仍吸引許多遊客前往，規劃一趟半日遊，仍是值得的；可以從台中或台北出發，開車或搭公車前往，再步行遊覽園區，相信風景與體驗，都會讓你感到值得。,3,1,0,4771,,2019/05/07,0
我懂你的意思，我也是，要找平衡城鄉生活，方便又不失寧靜。你去過附近的夜市嗎?聽說很好吃。,3,1,0,4775,,2019/05/07,0
對於營地未臻理想之處，建議管理單位應正視並採取相應行動，更新網站照片，確保網站資訊的準確性與時效性，也歡迎遊客提出意見，作為改善營地設施的參考。,3,1,0,4777,,2019/05/07,0
露營最重要的事，首推心情；其次則是夥伴現場空間OK，老闆熱情，帶路夜晚蟲鳴鳥叫，偶有火金姑點綴，幽靜偏僻的近城露營區，就值回票價，即使網路上傳說園區內的相關景點已略顯年華老去的痕跡(湖上鋼琴可供彈奏)。,3,1,0,4780,,2019/05/07,0
位於台北近郊的營地，採碎石地設計，搭設雨棚的河岸區，可避雨濕，水槽則可均分使用，兩帳共用一組，鄰近溪流，適合戲水，不過應將污水集中處理後，再行放流至溪中。,3,1,0,4792,,2018/05/07,0
環境乾淨，廁所也ok，只是晚上黑漆漆的，路燈要多弄幾盞，會好一點，宿舍離活動中心有點遠，沒飲水機，去取水真麻煩。,3,1,0,4797,,2018/05/07,0
好吧，那我們就把重心放在活動內容上，設計些有趣的遊戲、工作坊，讓與會者好好享受。您對什麼主題有興趣？我們再來規劃。,3,1,0,4798,,2018/05/07,0
適合全家出遊的露營地，設有山林及水域，供家人互動遊玩，可烤肉、戲水、登山。 」。,3,1,0,4801,,2018/05/07,0
認同，樹蔭下野營，避暑正是好方法，你去過墾丁過夜的營地嗎?,3,1,0,4808,,2018/05/07,0
關於普普營地設施維護更新的情形，聽說最近政府投入了更多的資源，要改善當地旅遊設施，希望能吸引更多的遊客，促進當地經濟成長。然而，具體的計畫與時程，還不太清楚，可能要等到下次與相關單位開會時，才能得到更詳細的資訊。,3,1,0,4824,,2017/05/07,0
美感與價格常成正比，人說你得付出相對的代價，才能擁有相對的美。,3,1,0,4828,,2017/05/07,0
對，我也覺得，寧可選擇更自然的選擇，但我想，或許是為了吸引更多遊客，營地才如此規劃。,3,1,0,4831,,2017/05/07,0
真，那就省下門票錢，去其他地方玩吧！你去過園區附近的夜市嗎?聽說是嚐小吃的好去處。,3,1,0,4834,,2015/05/07,0
環境設施雖有些陳舊，實在可惜，若能加強景觀設計，必能更臻完美。附近果園蚊蟲滋生，或許是原因之一。,3,1,0,5028,,2017/12/03,0
真可惜，沒能如願舉行野餐，下雨總是打壞了好計畫，與主辦單位聯繫，了解是否能退或延期，下次或許要選擇備案，以防萬一，千萬別讓小孩著涼生病了，下次野餐還要你好好規劃一下哩！,3,1,0,5087,,2017/05/29,0
可能雨勢有點大，沒能好好欣賞風景，好在還是有美食可以慰勞，如你手上的紅豆冰吧！,3,1,0,5088,,2017/05/28,0
浴室的優點，還可以再加以改善，例如增設更舒適的馬桶、提供更完善的洗手設備等。,3,1,0,5095,,2017/05/14,0
在台北，交通確實四通八達，市內有密密麻麻的公車與捷運路網，還有眾多的計程車與YouBike站，讓民眾輕鬆往返各處。,3,1,0,5137,,2017/02/28,0
洗手間與淋浴間都很五星級，淋浴間還有乾濕分離的設計真不錯！整個營地都有雨棚遮蔽，但周邊的景點選擇還是不多！營地位在山谷中，四面八方的風吹來，真讓人受不了！營地周邊也還算凌亂，附近有一條庫志溪，可以去抓魚抓蝦。,3,1,0,5241,,2021/05/07,0
氣候宜人，地段寬敞，夫婦倆似曾相識，似是舊識。,3,1,0,5249,,2021/05/07,0
登山露營，享受森林浴，好處多多。,3,1,0,5282,,2019/05/07,0
搭棚架、水泥地、地上留有四個金屬孔蓋，鄰近溪水，可玩水的營地，面積不大，未規劃客廳帳篷空間。,3,1,0,5298,,2019/05/07,0
整潔明瞭，營位略嫌水龍頭設置影響他人動線。,3,1,0,5391,,2018/09/25,0
環境絕佳，卻浴室明顯不足，駕車行經蜿蜒狹窄、坡度陡峭的山路，低底盤車輛須格外小心。,3,1,0,5482,,2020/05/08,0
聽說過台9線嗎？那是台灣東海岸的一段路，聽說風景真的很美，你去過嗎？,3,1,0,5483,,2020/05/08,0
感謝您的寶貴意見，我會把您的建議轉達給相關單位，針對廁所數量及動線規劃進行檢討，以提供更舒適的遊園體驗。關於入園人數的管制，我會研擬可行的方案，以維持園區的品質與安全。再次感謝您的參與和提供建設性意見，如有其他問題或需協助之處，歡迎隨時與我聯絡。,3,1,0,5715,,2017/10/23,0
前往營地的路開車很方便，營地設有兒童遊樂設施、冰箱、飲水機等，也有寬敞的草地空間，環境舒適，營主也很親切。不過，有幾點需要改進：1.洗澡時間有限制，晚上12:30後無熱水，白天無熱水供應。2.裝備卸載只能在狹窄的柏油路旁，壓力較大，車輛可能必須交替卸載。3.腳踏車騎行空間僅限於寬度不大的柏油路。4.撤營時間較硬，缺乏彈性。5.海拔低，星光明朗，光害則來自門口路燈。6.A區第3帳篷與草地距離雖近，但移動較累。整體而言，仍是口袋名單中的好選擇，但裝備卸載位置的問題，希望營主能予以改善。,3,1,0,5795,,2023/12/08,0
"優點：冰箱及冷凍櫃夠用，草地空間足供孩子打棒球，籃球場可運動，設有腳踏車、沙坑及戲水區，還有飲水機，稱讚營主全家維持環境清潔，勤於清垃圾及分類，雖然廁所、浴室數量不多，但定時巡視、清潔環境，營主還會開車接送帳篷，注意小孩安全，廁所的置物櫃設計感十足，感受到他們用心經營。待改善硬體：女廁浴室的冷水流量太小，如筷子般細，得等好一陣子才有水桶滿，水溫時熱時冷，僅有5個淋浴間，營主回應可能是太多人使用水，洗澡很痛苦，考慮添購加壓馬達。最後要選對季節來，今天風大，還好沒遇到小黑蚊，牠們怕風。
優點：冰箱及冷凍櫃充足，草地空間足以供孩子打棒球，籃球場可運動，設有腳踏車、沙坑及戲水區，還有飲水機，稱讚營主全家維持環境清潔，勤於清垃圾及分類，雖然廁所、浴室數量不多，但定時巡視、清潔環境，營主還會開車接送帳篷，注意小孩安全，廁所的置物櫃設計感十足，感受到他們用心經營。
缺點：女廁浴室冷水流量小，如筷子般細，得等好一陣子才有水桶滿，水溫時熱時冷，僅有5個淋浴間，營主回應可能是太多人使用水，洗澡很痛苦，考慮添購加壓馬達。最後要選對季節來，今天風大，還好沒遇到小黑蚊，牠們怕風。",3,1,0,5818,,2023/05/08,0
優點：營地海拔不高、開車路況便利、兒童設施豐富、草地適合兒童遊玩。缺點：蚊蟲眾多，施打防蚊液後仍被叮咬，白天至晚間皆有，晚間更有大型斑蚊，叮咬疼痛，下次可能選擇冬季較為合適。,3,1,0,5824,,2022/05/08,0
個人認為，這是一個很適合習慣百廝俱全、大鍋炒、及白天不怕吵鬧的人的營地，鄰帳距離近，晚上10點就寢或安靜則有規定。營位擁擠，搭棚的方向還會被經營者念，一旦營釘下點偏離，也會被糾正。廁所和浴室明顯無法應付週末的五、六十帳營客，熱水僅提供晚上6~12時，尖峰時段總是大排長龍，水壓也不穩定，冰箱冷凍冷藏塞得密密麻麻，食材也被壓得七零八落，還有遺失找不到的。營位旁插座電壓相當不穩定，夏天可能較容易面臨跳電問題，夜衝建議提前到，因為晚上10點後營地大門就鎖起來。營地清潔維護得不錯，大概不是我和朋友們喜歡的營地型態。來此營地前，還是先看看營地須知及規定，以免不小心違規被念。,3,1,0,5851,,2021/05/08,0
為確保冬季供電穩定，以提供優質的露營體驗，應從提升電網韌性、增加備載容量、強化電力基礎設施著手。,3,1,0,5852,,2021/05/08,0
"區A和CD區各有不同，區A的車停車場在眼前較為顯眼，但兩者共用同一衛浴設施。如果搭帳篷，可能需等候洗澡，且上方會涼冷。廁所乾淨，有拉門並提供衛生紙。若在區CD靠近尾端處，需注意步行至廁所的距離，以及避免蒼蠅、螞蟻等害蟲。建議選擇較前方的營位，主辦方配置位置時，較無帳篷相連問題。該地適合小孩，有沙坑、籃球場、腳踏車、鞦韆等設施，適合攜家帶眷前來。另有冰箱和飲水機提供使用，前往時請備妥食物及飲品。自營地至711便利商店車程約10至20分鐘不等。
區A和CD區各有千秋，區A的車停車場位在眼前，而區CD則可停在較靠近尾端處，兩者皆共用衛浴設施。區A較顯眼，但區CD在冬天較不涼冷。廁所乾淨，有拉門並提供衛生紙。若在區CD附近，需注意至廁所的步行距離，並避開蒼蠅、螞蟻等害蟲。建議選擇較前方的營位，以避免帳篷相連問題。該營地適合親子同遊，有沙坑、籃球場、腳踏車、鞦韆等設施，並有冰箱和飲水機提供使用。前往前請備妥食物及飲品，自營地至711便利商店車程約10至20分鐘不等。",3,1,0,5857,,2021/05/08,0
浴室裡，水龍頭滴滴答答，孩童們戲水後，洗去身上的塵垢。,3,1,0,5911,,2023/12/28,0
我知道，你覺得他總是緊緊抓著你，不讓你好好做事，很疲憊，也很沮喪。或許我們可以找個辦法，讓他了解我們的工作負荷。,3,1,0,5921,,2022/05/16,0
與鄰居晨間六點割草的噪音問題，確實是個棘手的狀況，身為經理，負有維護營區和諧的責任，我會先與鄰近的營位客人溝通，了解他們對噪音和割草時間的關切，再與鄰居坐下來談談，說明我們希望維持營區安寧的立場，或許可以達成一個雙贏的方案，例如在特定時間割草，或使用較低噪音的割草機。若情況仍未改善，我會考慮與地主討論營地的租約條款，說明此問題對營運的影響。最終，我們希望所有營客都能享有美好、安靜的露營體驗。,3,1,0,5933,,2020/11/30,0
主動聯繫不足！連日大雨，在出發當天一大早，就應該更主動地聯繫營主，確認是否有退訂露營的打算。直到晚上七點半才回覆說不用去了，但大家早就出發了。蚊子真的很多，到我懷疑不已。草地積水很嚴重，雖然有提供草蓆，但還是泥濘不堪！整場的設備，大概只有浴室還算不錯，排水速度如果能加快會更好！。,3,1,0,5956,,2019/06/10,0
草地長了，但還是得修剪才好。A區若3組朋友同時到，搭帳篷會是場災難，位子窄，客廳帳篷搭好後，幾乎沒有空間活動。車子無法會車，甚至收好也離開困難，停車位與營位距離遙遠，無法使用推車，所有行李都得靠人力接駁，這一點很容易造成家庭失和。春夏兩季，加上旁邊有果園，蚊蟲非常多。浴室廁所還算乾淨整潔。垃圾桶只有入口處才有(這點還好)，只是帳篷多了，就會裝不下。下大雨，草地排水有問題，會積水。,3,1,0,6006,,2024/05/05,0
你在11月18日至19日於某地露營，環境還不錯，卻遇到熱水供應不穩的問題，在洗澡時常常被切斷，差一點感冒，還打了三、四通電話給營地工作人員，卻都無人接聽。,3,1,0,6014,,2023/12/08,0
對，我也聽過，不是每台電腦都配有，怎麼回事？你知道的，可能和製造廠有關。,3,1,0,6015,,2023/11/08,0
廁所安排還不錯，惟有營本部有冰箱，在C區要走段路才到，對住B區的家庭來說，稍嫌不便。大草皮雖然適合小孩玩樂戲水，卻也因為缺乏冰箱而造成不便。A區營位長條形，若搭大帳篷可能略顯擁擠，草地也不是十分平整，有些地方凹凸不平，搭帳篷時得小心選位。洗手台數量不足，網站上說3座，卻被營主安排4帳共用同一區。這季節螢火蟲多，但也帶來許多小黑蚊、螞蟻、蜘蛛(都相當大隻)，白天有蒼蠅，最令人怕的還是大蟑螂，生態相當豐富。,3,1,0,6022,,2023/05/08,0
香港返來的大哥，親切熱情，卻因住宿環境噪音問題，影響休息，管理不善，加上其他客人喧嘩不斷，直至深夜才漸次平靜，影響睡眠品質。,3,1,0,6033,,2023/05/08,0
"尊貴的客戶，對於您在我們營地的體驗感到失望，我們深表歉意。營主的朋友行為不當，我們已明確告知他們應尊重客人的隱私。針對此次事件，我們將會再次與營主及相關人員進行溝通，以確保類似情況不再發生。

我們重視您的意見，也感謝您在繁忙中抽空提供建議。如果您願意，我們歡迎您能給我們一個機會，證明我們改善的決心，歡迎您再次光臨我們的營地。如有任何其他疑慮或需要協助之處，請不吝與我們聯絡。感謝您對本營地的支持，期待有機會能為您提供更優質的服務。",3,1,0,6055,,2022/05/08,0
兩點左右抵達，營主方才正準備著手搭設租來的帳棚，直到黃昏才搭建完成，最糟糕的是夜裡氣墊床不斷洩氣，還不只一個@@，第一天廁所的味道還蠻重的，小孩不斷叫說很臭，第二天早上打掃乾淨後就好多了。建議廁所外的洗手台，設置肥皂，可特別在疫情期間很重要喔！。,3,1,0,6066,,2022/05/08,0
眾家好，蒐集得多，分享如下： 多家好，人多時易擁擠，建議包區，廁所外觀尚可，但清潔仍有待加強，附近長興國小頗具特色。,3,1,0,6096,,2021/05/08,0
公共廁所雖然還算乾淨，不過，蚊子確實還蠻多的。,3,1,0,6120,,2020/05/08,0
我同意你的說法，我去年在那裡露營過，確實如你所言，地勢略顯不平，帳篷間距離也稍近，如果不是熱門的假日，應該還好。,3,1,0,6128,,2019/05/08,0
環境宜人，卻被眾多的帳篷湧入，顯得略為擁擠，廁所數量亦顯不足，鄰近D區的排水溝，更瀰漫著惡臭。清晨時分，犬隻在營位旁嬉鬧，不慎留下排泄物於帳篷邊，心情亦為之掃地。,3,1,0,6132,,2019/05/08,0
砂坑與水塘，玩得不亦樂乎，真不愧為兒時的最愛。,3,1,0,6156,,2018/05/08,0
營地綠地維護得真好，不過住宿費覺得略高，感覺有點貴。,3,1,0,6157,,2018/05/08,0
優點：廁所乾淨、服務人員態度良好，缺點：帳篷間距近、地面不平整，租帳到場才說要加收300元搭帳費，且無法自行選擇搭帳，對此不滿，認為應該在預訂時就說明。,3,1,0,6180,,2023/02/13,0
營區眾人齊聚，垃圾處理宜加強。,3,1,0,6228,,2019/03/02,0
營地狹窄，帳篷眾多，噪音擾人，夜晚與白日不知是營地內的狗或鄰居家犬吠叫，實在煞風景，不論白日或夜晚10點過後，仍有其他露營客高聲談話、小孩尖叫，營主卻從未出面管理，蟲蚋眾多。.....。,3,1,0,6281,,2018/04/06,0
根據你的描述，老闆的性格可歸納為熱心但話不多，且可能在約會後沒有主動聯繫的傾向。這可能是因為他較內向、不善於表達自己，或是其他個人特質的影響。然而，從你提供的資訊，無法確定這些只是你的觀察，或是老闆的真實性格。若你想更了解他的性格，可嘗試在下次見面時，從一些開放式問題著手，如詢問他興趣或工作上的事，以更深入地認識他。,3,1,0,6337,,2024/04/08,0
溪邊座位，絕對是這裡的熱門之選，尤其是日頭晴時，更是如此，你去過那裡野餐過嗎？,3,1,0,6412,,2019/05/08,0
我知道，你我都去過，價格確實有點貴，但景色真的美到不行，你去過園區裡的瀑布走走嗎？,3,1,0,6423,,2019/05/08,0
環境尚可，地形分三層，頂樓僅有一衛浴，略顯侷促，二樓空間雖不大，卻有4間衛浴，與三樓共用，人多時，希望廁所垃圾能頻繁清理，會更理想。,3,1,0,6426,,2019/05/08,0
每個帳篷幾乎都有棧板，所以很適合睡；起床後就期待著美不勝收的景致！可惜營地略顯擁擠，但此地設有商店，可補充飲品和生活必需品。,3,1,0,6500,,2018/05/08,0
裝潢設備價格稍高，景觀還是不錯。,3,1,0,6502,,2017/05/08,0
單純的淨土，清新的空氣。,3,1,0,6625,,2021/05/08,0
遠離城市喧囂，登高望遠，心曠神怡，為的就是重新充電，為下一段旅程蓄勢待發！。,3,1,0,6641,,2020/05/08,0
上山道路崎嶇，不易行駛，駕車須小心；營地景致宜人，坡度起伏頗大。,3,1,0,6713,,2021/04/26,0
場地寬敞遮雨棚設置完善，前方空地不小，主人家的狗兒貓兒都很親人，十分可愛，唯獨小黑蚊實在太多，近20位大人、小孩都逃不過，被叮咬，得用捕蚊燈，建議選在天氣涼爽些的時候，比較適合。,3,1,0,6754,,2023/08/08,0
7月時，櫻花區包5帳，只有一間廁所、兩個洗手台(其中一個略顯陳舊，不太好走)，對5帳來說略顯不足，蚊子多，但主辦人會提供大蚊香。櫻花區須至對面營本部使用冰箱，但該冰箱為主辦人私人使用，內有許多醬菜等，味道如同阿嬤家冰箱。若冰箱有空間，建議自行攜帶冰箱使用。營地遇主辦人友人上山野餐，冰箱塞滿2箱啤酒，一整天唱歌至晚上10點，熱鬧非凡。營地有親人貓狗，性情穩定，不怕小孩，步行4分鐘有清涼溪水可玩，營主夫人會善意提醒可將蚊香帶至河邊。總結來說，場地偏小，設備亦建議加強，自然環境則不錯。,3,1,0,6775,,2023/05/08,0
黑蚊加上無數蚊蟲，夾雜大雨，營地竟淹水，不是碎石路不夠，是地勢低窪，水流無處去，洗澡及上廁所空間狹小，不敷5營位使用，僅1處可洗滌及如廁，電源線拉得太長，危險性高。,3,1,0,6776,,2023/05/08,0
"主辦夫婦親切友善，樂意助人，這點真好，位在老街附近，結帳後可散步覓食，很輕鬆。但營地有些問題，例如廁所共用，需等候使用，2. 營地有貓狗，會跑到營位跳到餐桌上，半夜還會咬帳篷，且不畏懼人，不好趕。3. 半夜無路燈管制，兩三點仍有露客走動、探險、聊天，建議部分路燈調整，管制會更好。4. 水槽數量不足，洗滌需排隊，遇到煮食時間會卡住。
主辦夫婦親切友善，樂意助人，這點真好，位在老街附近，結帳後可散步覓食，很輕鬆。但營地有些問題，例如廁所共用，需等候使用，2. 營地有貓狗，會跑到營位跳到餐桌上，半夜還會咬帳篷，且不畏懼人，不好趕。3. 半夜無路燈管制，兩三點仍有露客走動、探險、聊天，建議部分路燈調整，管制會更好。4. 水槽數量不足，洗滌需排隊，遇到煮食時間會卡住。",3,1,0,6789,,2022/05/08,0
遮雨區空間狹小，無照明，淋浴水壓不穩，容易將衣服打濕；浴室皆為鐵皮搭建，在洗澡同時還得忍受隔壁間的糞味，令人作嘔；5帳共用2個洗手檯，價格高達1200元，在設施較佳的營地同價位下，選擇較多。,3,1,0,6801,,2021/05/08,0
公園地太小，活動空間確實稍嫌擁擠，下次或許可以考慮租借較寬敞的會所或是戶外場地。,3,1,0,6825,,2019/05/08,0
對營地的第一印象是陡峭的坡道，讓我對小黑略為捏一把冷汗，接著老闆娘親切地介紹，還說晚上會有火蟲出沒，晚上把燈關掉後，確實看到不少火蟲，可惜沒拍照留念。營地採梯田式規劃，每塊地都不大，廁所與衛浴各一間，插座數量也不多。另外我比較不滿意的是蚊子較多，景觀還好，唯一比較好的地方是營地下方有一條溪，適合小孩戲水，水質清澈，在有大人陪同下，對小孩來說相對安全，小孩子可以在那兒玩上半天，說實在的，我並不太推薦這個營地。,3,1,0,6841,,2018/05/08,0
因此浴室在夜間使用率較高，故等待時間也相對較長。,3,1,0,6844,,2018/05/08,0
各地分布良好，未附鋁箔板的營帳租金。,3,1,0,6847,,2018/05/08,0
野外宿舍不太適合想要寬敞空間的家庭，頗為可惜。,3,1,0,6917,,2019/10/21,0
地點還算，不過得小心狗兒亂咬人，草地還行，道路好駕駛，只是主人親和力有待加強，還是得小心狗兒亂咬人喔!。,3,1,0,6920,,2019/09/17,0
"1。廁所宜加強！。2。網路上浴室配置圖與實際有出入，實際上每10-11座帳篷共用2座浴室，快要瘋了！3。營地規劃尚有改善空間，因為去辦公室拿東西都得經過他人營地(我訂五葉松區)。從五葉松區不經過他人營地的話，坡度太陡，加上階梯做得不太好，小孩在那邊跌倒受傷時有所聞。4。遇到沒品的露客，二天來不斷唱卡拉OK!。5。營地位置還算不錯，離附近景點都近。
1. 廁所需加強！。2. 網路上浴室配置圖與實際有出入，每10-11座帳篷共用2座浴室，快要瘋了！。3. 營地規劃尚有改善空間，因為去辦公室拿東西都得經過他人營地(我訂五葉松區)；從五葉松區不經過他人營地的話，坡度太陡，加上階梯做得不太好，小孩在那邊跌倒受傷時有所聞。4. 遇到沒品的露客，二天來不斷唱卡拉OK!。5. 營地位置還算不錯，離附近景點都近。",3,1,0,6933,,2019/01/07,0
感謝您的反饋，我會將這些意見轉達給管理層，以做出改善。我們重視客戶滿意度，並會盡力確保所有客戶都有愉快的體驗。關於狗的問題，我會提醒管理層，與鄰居溝通，找出解決之道。再次感謝您的寶貴意見，若有其他問題或需要協助，請不吝與我聯絡。,3,1,0,6948,,2018/11/26,0
休閒農場，放鬆身心的好去處。,3,1,0,6969,,2017/08/21,0
