content,rating,status,type,label,sequence_num,publishedDate
營主很熱心。場地很大，蚊蟲不多，營主很熱心。該有的都有，例如冷藏、冷凍、飲水機。廁所是集中管理，有瓦斯也有使用電的，浴室空間很大，兩大兩小一起洗澡都很夠用。只是營地插座是時間計時的，時間到會自己斷電，必須重新啟用開關，才會再次供電。雖然是安全的設計，但半夜有使用電源的朋友，若突然斷電，還要走出帳篷外去啟動開關，還是會有點麻煩的～大致上其他都不錯喔～,5,1,1,2,3946,2022/12/26
腹地寬廣，日出夕陽夜景都有衛浴簡單但很乾淨,5,1,1,2,2573,2024/03/09
很棒 很安靜 很天然。以下建議1.盡量一個營位一個盥洗設備2.瓦斯的部分建議每天巡一下是否還有熱水，那天我還要帶小孩跑到另區洗澡3.貓的部分是真的蠻討厭的4.最好開四輪傳動的車,4,1,1,2,4906,2022/10/05
營區規劃的還不錯，旁邊有溪水可以玩，但蚊子有點多,5,1,1,2,614,2019/05/07
這次選擇在神秘D區，雖然是夏天但整個D區的樹讓暑氣消掉了一半。營位也給的很大器。出了營區大門馬上就有溪水可以玩。營主在經營上也很用心ㄧ直來關心，連回到家後還傳訊息來關心。真的很大。露友們都豎起大拇指。是值得一去再去的營區。 …,5,1,1,2,3809,2021/05/06
"園區很大景色悠美。園區種滿五葉松, 在樹下露營很讚; 但夏天蚊蟲蠻多的, 營主會提供蚊香,但還是被叮到滿腳紅豆冰& 冰箱門一直關不起來. 食物都解凍了 ><",5,1,1,2,2748,2023/08/09
過年期間去露營..當時很冷..廁所洗澡很少間，還不是瓦斯熱水器，是電熱水器，水根本是冷的...水溫31度..怎麼洗？廁所又少...這樣的設施冬天去...洗澡真的會很冷...,3,0,1,1,5847,2023/05/06
第一次的露營就獻給坐忘草堂露營區，八月中來白天還是挺熱的，晚上溫度是涼爽的。因是新手露營，覺得空間上還是寬敞舒適，跟一票朋友們來她們都玩得很盡興。,5,1,1,2,3548,2023/05/07
營主很客氣，營地乾淨，離內灣老街也很近，推薦~,5,1,1,2,4822,2023/05/07
E區空間還滿大的，可惜冰箱剛好壞掉，幸好園內冰箱很多。飲水機消毒時間建議在離峰時段，七點左右除了我們之外其他帳的要泡麵也沒有水用，滿不方便的。浴廁很乾淨，有尿布台和兒童馬桶很好。園內螞蟻小黑蚊和野貓有點多。老闆和老闆娘即時解決問題很推，態度也都很好。有一區小朋友的遊樂區，還有空曠地點可以玩球。整體來說是個很適合親子同樂的地方。,5,1,1,2,5959,2023/05/07
設備好景觀好。設備好景觀好，但草地的隔草墊其實對某些裝備還是麻煩，建議草地養護好之後，墊子就可以移走了PS.老闆娘講話滿．．．真的是老闆娘口吻,5,1,1,2,4634,2023/03/31
很棒哦。環境很好、浴室很乾淨下次有機會會在去,5,1,1,2,6927,2020/04/16
場地是不錯，可以玩水，但是帳數少時營主只開放男女廁各兩間及各一間衛浴，不夠用！星期天隔壁地主早上七點就來除草！七早八早就逼人撤帳！很無言…,1,-1,1,0,1241,2020/05/06
"最棒的營區。很喜歡紅土營區,營主質樸將整個營區打造的像世外桃源,雨棚Ｄ區100分,回露再回露",5,1,1,2,4056,2020/03/23
有點沒落的露營區，去溪邊很方便，訂位系統很方便，但少了人潮及沒有體驗原住民活動，非常可惜，希望營主能加油，體驗活動才是這露營區優勢。,3,0,1,1,3639,2021/05/07
整體還不錯。有漂亮的草坪。。隔壁水果腐爛的味道會飄來營區。晚上成群野狗在翻垃圾。若這能改善會更棒。,5,1,1,2,6929,2020/01/12
開放帶寵物入園，環境衛生、安全設施都很棒！,5,1,1,2,916,2023/05/06
走了216個營區，從沒遇到這麼讓人舒服放鬆的營區，營主陳大哥夫妻非常好客，營區整理的乾乾淨淨的，正港氛圍讓人陶醉，超棒營區超讚營主,5,1,1,2,3943,2024/04/18
交通方便，營主親切，每日都為露客準備透心涼的迎賓茶。附近有步道，有時間可以去走走。,5,1,1,2,657,2018/09/19
位置安排不是很好⋯同樣五帳，給的很不平均，然後都沒用重電⋯然後跳電⋯電話打了十幾通都不通⋯好不容易來了之後呢處理好還說誒如果在跳電要叫我們自己負責。你要。早上有反潮⋯曬一下帳篷在草地上，還跑來罵說不可以在草地上塞帳篷這樣子草地會變黃⋯廁所沒有衛生紙有蚊子⋯然後一直在那邊唸唸唸，不可以帳篷曬草皮，不可以曬草皮態度很差，不推很雷,1,-1,1,0,1657,2024/01/06
白天去吊橋 很像祕境 光影很好  拍照起來超好看,5,1,1,2,1079,2021/05/07
營地不大但是景色不錯 價格也很合理沒有提供沐浴乳洗髮精需要自己準備沒有飲水機所以要喝熱水要自己準備衛浴廁所也很乾淨 大姐都會定時去打掃晚上睡覺有野貓來翻垃圾桶討食物早上營區的狗狗也會到處跑也要注意別讓牠尿在帳篷上還有翻垃圾桶是一個很棒很放鬆的營地,5,1,1,2,2328,2022/05/07
營區乾淨附近有許多果園可以採果有種植各種果樹 還有楓樹沙坑大 有溜滑梯盪鞦韆沒有滿帳的話品質不錯但新竹風好大啊記得下釘下滿,5,1,1,2,1716,2021/05/07
這次來露營區體驗龍蝦團吃的好過癮，這邊還能夠烤肉唱歌附近也有小瀑布，環境清幽，這邊的園區大哥也很熱情，總之這次的體驗真是讚讚讚！,5,1,1,2,5695,2023/10/07
位在山頂風景漂亮、營區跟廁所整理的很乾淨雨棚大到再大的帳都裝的下、還有咖啡廳喝他們自己種的咖啡、到晚上可以看百萬夜景蠻喜歡的一個營區。,5,1,1,2,4477,2022/05/08
228連假去露營。我們訂景觀碎石區，地上完全沒有碎石，還雜草叢生。加上連日雨天，地上都是泥土。重點來了！護草墊嚴重不足，還是一直去跟工讀生要求才勉強給我們；我們5帳，分配到8片；對了！營主在做什麼呢？在營本部打麻將喔！完全沒空理我們，只派工讀生出來處理這個爛營區。第一天還有看到打麻將的營主，接下來完全就沒看到了喔！連洗手間馬桶沒水可沖，也是靠自己上完廁所舀水沖！真的很雷，去的人要三思！,1,-1,1,0,2957,2022/05/06
優點，可玩溪水。缺點，浴室*4，廁所*4，小便斗*1略少。,3,0,1,1,3872,2023/05/06
那邊很涼，很適合在那邊露營，也可以看到日落，只是遠了點而已，真的很值得。,4,1,1,2,3436,2021/05/08
首露被朋友揪到這裏，面對茶園景觀，廁所衛浴設備乾淨，外出採買方便。早上茶園工作人員起到較早，景觀第一排要當心吵鬧，而且隔天茶葉全摘光了2022-4月更新單飛首露仍舊選擇了這個營區，主要是前面跟朋友露了四次，我家一致決定這裡最適合單飛。原因是草地漂亮，環境清幽（沒有娛樂設施放小孩），廁所乾淨，熱水穩定，沒有大風，雖然開新帳遇到下雨，但是草地的排水很不錯、沒有積水，離石卓超商開車5分鐘，連開火都省了，單飛首露搭帳已經很忙碌勞累了，不開火是個減壓的好方式）。以後有機會還是會回露。,5,1,1,2,2684,2022/05/07
露露米露營區，前陣子去露營 天氣是夏天，剛好海拔的高度沒什麼蚊蟲，而且花草都被整理的很美，天氣熱也只有熱中午，在山上 有風吹，下午的行程的很很悠哉，晚上睡覺也舒服不會冷，溫度剛剛好。最怕蚊蟲多，因為營區主人有用心整理真的有差。淋浴空間熱水、水壓都很足。推推～～ 景色完美,5,1,1,2,6059,2021/05/06
整體感覺不錯，沒有小黑蚊，但是有蒼蠅和蚊子，但是已經算不錯了，代表這裡人為破壞少，優點如下：1. 這裡有沙坑，還有山泉戲水池，園主也有飼養小白兔，非常得小朋友喜愛，夏天常常是一出去就會忘了回來2. 這裡剛好是半山腰，山腳是大甲溪，對山就是松鶴部落，也正因為這個原因，人少就顯得安靜，比較松鶴靠近河岸，這一路段都沒有人居住，靠山面河的半山腰，還有一片營主近似平坦的營區，視野遼闊，夏季上半天炙熱時，可躲在室內樹下山泉泳池邊避暑，下午經常有午雷雨，雨後天氣涼爽到需披件薄外套，也有不錯的避暑地點3. 營區內有維護良好的草皮與石頭地，石頭地滿大一片，排水性良好，老闆娘很客氣，有免費的冰箱與飲水機可以使用4. 唯一缺點，這似乎也是大部份營區的缺點，營主比較沒有在管制園區內音量的時間，有人甚至聊到凌晨02：00才收攤，雖然大部分的人都到22：00前就降低音量，總有一些人例外，這個即使在都市裡也會遇到。,5,1,1,2,1060,2021/05/07
設有飲水機，注意飲水機濾芯有無更換再決定怎麽使用飲水機（濾芯更換記錄表顯示一年前）,3,0,1,1,3229,2023/09/06
風景非常開闊，空氣舒適不潮濕，交通便利，營主很熱情。行車經有水溝蓋處，要注意慢行,5,1,1,2,3513,2020/06/07
營主限制很多，只適合安靜的朋友,1,-1,1,0,2785,2023/12/06
希望大家不要來踩雷1. 明明是連續假期，抵達後才把冰箱插電，冰箱內都是螞蟻，且所有營區共用一個雙門冰箱。2. 謝謝營主的防燙裝置，防燙到沒熱水，我洗了一天冰水澡3. 主打自然生態，所以我們吃了滿是蒼蠅的早餐。4. 自然生態，讓我帶了兩隻被跳蚤咬滿的腳回家（非常不舒服）比野營還要糟糕的露營區還真是第一次見，提供給大家參考！不要踩雷了！,1,-1,1,0,3341,2023/11/06
"等今年2019年底吊橋完工,又是一番新氣象.",5,1,1,2,4570,2020/05/08
如果有其實我想給0顆星及一堆的XXXXXXX（對於要去這個營地，及參加這家團露的人給予建議）上周參加了一個菱X露親子團露（一百多帳的團露），去印象尖石，星期六白天天氣還可，到了四點多開始下雨，大約不到半小時，各區就開始淹水了，我們帳篷後半段都在水裡但問題是1.營地根本就沒有排水可言（而且它還是石子地），營主也無所作為，每區都淹，也無法搬移一個這麼大也不是新的營地，總不能兩手一攤說下雨我也無法吧！2.活動主也覺得這是天災不應該怪罪於營主（是有繳一活動費的），那活動主不需評估雨天積水問題嗎？還是你們根本沒有場堪這件事結果小朋友也無法去要糖果，啥活動也沒法參與所以為了避免小朋友感冒，我們果決得決定撤帳，這時已經有不少人撤了，因為沒人知道雨啥時會停（還沒有發布豪大雨特報），我們一直在水坑中，據說有近半數的帳撤帳下大雨我們的是沒遇過，但這樣子的積水及排水不良還真的沒有遇過付了共一千五都的營地加活動費，只換來小朋友的鬱悶、狼狽撤帳及一肚子的氣,1,-1,1,0,6889,2023/05/06
"山路最後一段稍難走,其他都還好!上山時輪胎剛好破風,感謝營主大力幫忙,下次必定再次造訪",5,1,1,2,2315,2019/06/04
老闆真細心！為我們這家新手露營️增加露營體驗，特別上山砍材，又借了帆布當天幕，才阻擋了午後的暴雨謝謝老闆了！,5,1,1,2,1907,2023/07/08
營長很用心經營。我們這一家還會在去露營喔～因為營長很用心的照顧營區，也用心的整理環境，廁所很乾淨而且排水很快,4,1,1,2,233,2017/07/08
"露營空間舒適，設備乾淨 , 景觀不錯 , 服務親切！",5,1,1,2,6849,2017/03/10
一帳包場，場地寬大。冰涼溪水。佛心營主,2,-1,1,0,6282,2021/05/07
有無敵山景加上蒼蠅大軍，還有一陣一陣惡臭味撲鼻而來，浴室燈壞了找不到人換，但你只要想到要進入司馬庫斯必需走過那顛簸的產業道路，才會有近似陶淵明筆下的桃花源，就會將這些抱怨拋諸腦後，把自己融入在這美景下,3,0,1,1,4053,2021/05/08
廁所邊洗澡上面會一直滴水，而且隔壁有人洗就沒有熱水。電壓十分不穩定一直跳電！晚上10點營主就直接關燈,3,0,1,1,1293,2022/04/05
營區較小，但營主人很好、熱水足(多人洗難免乎冷乎熱)、營區草莓超划算、大棧板區間隔大、彈跳床小孩玩翻,5,1,1,2,1430,2020/03/02
蠻舒服的營地。上山的一小段路有較陡及較小的路，其餘衛浴及廁所大間也非常乾淨，這點真的很棒！還有冰箱可冷藏，是個很棒的營地。另外建議營主：1.露友入住時告知勿讓小孩在帳篷間奔跑，以免被營繩絆倒；提醒早上聲量請安靜，這次早上6:30旁邊的小孩就已經起床大聲講話，家人都被吵醒。2.C區都是面向山谷搭營，就請走後面的走道，不要一直從別人家的客廳穿越。,5,1,1,2,6492,2018/07/30
風景超級美，除了交通不太方便到之外，其他營地的品質以及衛浴設備都相當棒。,4,1,1,2,3850,2019/07/24
"帳帳相連,規劃很差,一家烤肉萬家香,有夠吵的。超收了吧!",1,-1,1,0,3510,2023/05/08
老闆人超好、風景好、環境整潔、蚊子少浴室超乾淨且水柱又大又熱是個很棒的營區推推哦~,5,1,1,2,3888,2022/05/07
我已2露，大推的營區，感覺很好還會再來～～,5,1,1,2,2352,2022/05/07
蒼蠅超多….菜很普通，第一次看到芋頭米粉的芋頭煮到黑色，問店員問什麼是黑的，店員說不要吃？？？？？,1,-1,1,0,7023,2023/07/07
視野很美，咖啡好喝，鬆餅美味!美景加美食絕配!如果有機會上來一定要喝喝在地的雲端紅土咖啡，絕對讓你忘記煩惱!,5,1,1,2,5978,2019/05/08
營地天然原始，燈光微弱，讓人置身森林感，走在汽車道要比平常小心。雖然不同區感覺不算太遠，但隔音異常的好，只有自己包區很吵不會吵到其他區。冰箱區夠冷又大，絕對空間夠。走到營地最遠處宛如爬山，卻可遠眺劍湖山煙火秀，為跨年露增添一絲回憶，白天還可繼續當爬山行程，走訪各個營區。可提前預定土雞蛋，非常新鮮。,5,1,1,2,2968,2023/05/07
老闆和老闆娘超級親切，營區的設備也很完善，讓我們首露就有很開心的經驗，大堆！！！,5,1,1,2,1928,2017/03/10
這個營地的雷露友好像很多？是特別容易吸引到吵鬧團，還是吵鬧團有群組流傳這個營地會縱容吵鬧？都半夜1-2點了還是星期六喔，縱容唱卡啦OK還唱得很難聽，整個山頭都聽他們哀嚎就好啦！還有一次也是兩三點了，一群人吵鬧聊天，我在那遙遠的地方還可以聽到有人在那邊叫自己的狗回來！聽到他們露客家的狗亂吠！我去白蘭露營的經驗也不多，就遇到過很多次這個營地縱容吵鬧！請營主溝通好像也沒有效果！,1,-1,1,0,7096,2022/05/07
差 環境也不好 男老闆態度惡劣,1,-1,1,0,5643,2023/05/07
ET第一次露營，擁有大草皮的低海拔營區，切記一定要帶客廳帳不然會很曬，另外因為旁邊有果園蒼蠅比較多也要留意，印象中洗澡的時候熱水會突然變超燙要小心哦！ …,5,1,1,2,3466,2022/05/07
請在洗手台排水加裝濾水裝置,1,-1,1,0,1991,2020/05/07
環境很舒服，地很大！硬主人很親切，還有小羊很可愛很,5,1,1,2,2801,2023/06/07
以下幾點評論供參考1.下過雨後很適合off-road還有給小朋友玩泥巴2.廁所髒、熱水忽冷忽熱3.插頭太少4.沒路燈5.整個營區只有一個冰箱個人總結心得：這是空地不是營地歡迎要野營的朋友,1,-1,1,0,449,2023/05/08
路況好走沒有會車不易的問題，唯有過了羅山派出所後有兩個急彎要小心。營區小而美，環境雖有小昆蟲，沒有蚊子是個乾淨的營區。廁所有衛生紙，浴間上方有紗窗隔絕蟲蟲水量足温度穩，還沒人使用前是乾淨的，經過一晚，廁所稍髒，浴間還是乾淨的。畢竟營主夫妻年紀大，無法隨時清理廁所。有兩三個冰箱，及飲水機。VIP一帳區、A區、D區的景觀佳視野開闊可看到五指山及新竹夜景。這次搭帳VIP區有，石桌石椅，且有大樹可遮蔭不過位置比較小會受限。營主是爺爺奶奶夫妻，70多歲有了，中午一回營就趕緊補充衛生紙。到了傍晚，就坐在鍋爐間燒柴備熱水。營區內有種果樹，所以會有蒼蠅果蠅但不多，不過樁橡的數量就多了點。看投影時，就有四，五隻樁橡來湊熱鬧。搭帳時發現有偏多的大黑蟻，不過噴了香茅油後情況立即改善了。一帳800及900元，有雲海，夜景，夕陽和星空可看，是個CP值很高的營區喲！20210417，早上10點入營20210418，下午1時離營,5,1,1,2,1392,2022/05/06
下雨沒附地墊，晚上營地一片漆黑，廁所很不乾淨且整個營區只有一個四層小冰箱也沒有冷凍櫃超級不方便,1,-1,1,0,5363,2023/05/08
營主非常棒的人，新春環島第九個晚上來此車宿，延長線插頭保護裝置故障，老闆把自家的延插線插頭剪掉，幫我接到我的延長線讓我使用，真的超佛心的人～讓外出客被感窩心，特此說明表揚讓大家都能去玉里森林露營區給他捧場⋯⋯尤其夏天超涼爽不會讓你失望的～,5,1,1,2,1200,2024/03/07
營主很熱情，浴室有小澡盆，洗小孩好方便，還備有洗髮精跟沐浴乳，蠻貼心的,5,1,1,2,5530,2017/02/12
杉林C的停車區在車道邊，沒有停車場，能迴轉處，高低落差大，一不小心就會車輪懸空，彷彿是車子性能測試場所。新増設的廁所是行動廁所、行動衛浴，非常小，使用起來非常不方便！且營位費不便宜。唯一優點樹林區涼快。,2,-1,1,0,303,2023/08/08
二訪了！第一次是在F區，這次是在G區。營地小小的，總共十帳。這次去剛好有櫻花開，雖然不多，但還是蠻漂亮的！而且廁所很乾淨，都有固定在打掃環境都還算蠻好的，這個營地我個人是覺得有機會的話，還是會再次前往老闆跟老闆娘蠻好聊天的，真的是很推薦這個營地！！而且有養兩隻貓，一隻叫小草 很親人就算摸肚子也不會怎樣，另一隻皮皮個性就沒那麼親人，所以老闆娘都會請露友盡量不要摸他，可能會咬人！所以遠觀就好。兩隻貓都是露友露營之後丟在那邊的，老闆娘也因為看了可憐就留下來自己養了！本來有三隻，後來一隻身體比較不好就過世了。總之就是很推薦的一個營地！,5,1,1,2,3728,2023/05/09
風景夜景超美的，可惜森林區的石頭營地是斜的又有有電線...,4,1,1,2,6130,2019/05/09
首先，我必須闡明我這顆星，純粹給的是風景，但就五峰鄉而言，好的風景比比皆是，所以各位自行斟酌;接下來我來說說我元旦三天連假所看到的，動線規劃極差，所以少一顆星，帳棚多到像難民營的現場，再來現場粗估五十帳左右，只靠一台冷凍櫃和三台冷藏冰箱，便民服務極差，所以不給星星;接著是洗手間和淋浴間，我睡的B區，現場收了15個帳棚外加兩個客廳帳，然後只有兩間淋浴和兩間便所，然後有個很俱創意的作法是把便所裝蓮蓬頭........我不敢洗，所以再少也顆星;最後的最後是~~~爛泥路面，讓你連走路都危機四伏~~~~~~~我太太跟我說，如果首露少來這~~她絕對退坑以上個人親身體驗，希望給大家參考，至於這營區，我們不會再去了，感謝照顧....,1,-1,1,0,2607,2023/05/07
如果有選擇的話我會給零評級。這個地方經營得很差。除此之外，通往營地的道路維護得非常好，這個地方沒有其他的東西讓我印象深刻。他們在組織客人方面非常糟糕。我們的區域是一個有 10 個帳篷的場地，但我們最終不得不與其他 14 個帳篷擠在一個狹小的空間裡，使它變得非常狹窄！基本上每個帳篷都是面對面的。當其他新露營者到達時，他們幾乎都會遇到同樣的問題，即在哪裡可以搭建帳篷（因為每個帳篷之間沒有太多空間！）。最糟糕的是，當您嘗試聯繫業主時，您永遠無法聯繫到他們！他們也不每天清理垃圾箱，使這裡成為蒼蠅的天堂。,1,-1,1,0,1621,2021/05/07
五月天，白天中午過後很熱，晚上很涼爽，露水比較重，草木草皮都很不錯，不過蒼蠅蚊子多了點，衛浴間數少了一點，洗澡一直有人在排隊，建議中午以前搭營，隔天早一點收，比較不熱,3,0,1,1,3149,2019/05/07
衛浴廁所設備超整潔，草地空間寬闊，只是低底盤車輛要小心慢開,5,1,1,2,6010,2017/08/27
小而巧 獨立非常適合35好友包區同樂衛浴非常的A+........店小二EONE非常推薦,5,1,1,2,4368,2022/05/09
風景超漂亮，螢火蟲導覽不僅增廣見聞也可以享受美景，美呆了,5,1,1,2,7102,2023/05/06
不曉得是前一組客人的問題還是營主的問題，到現場時，前一組客人連帳篷都還沒收，於是就在現場乾等了一個半小時。詢問營主隔天最晚必須要幾點離開？得到的回答是：我不知道欸你們是愛露營上面訂的，所以你要自己去網站上看隔天有沒有人訂。提醒各位，如果要來這個營區最好不要訂2區，空間不大卻塞了一堆帳篷跟天幕，跟別人相隔很近，很容易打擾別人或是被打擾。,1,-1,1,0,3641,2021/05/06
外面只有寫''汽車100''結果是一台車五個人收費總共500根本坑人,1,-1,1,0,4173,2020/05/07
景觀不錯，鴕鳥區營位很適合不愛人擠人的我們。廁所熱水沒了要趕快通知營主看是不是瓦斯沒了的問題。除了晚上回營地標示有些太小看不清會跑錯路，其他都很好！ …,5,1,1,2,3610,2022/05/08
營主很親切在柚子樹下露營的感覺真特別柚子也好甜A區的衛浴跟冰箱 飲水機  給讚!!!!!! ^_<,5,1,1,2,5203,2023/10/07
營主熱心很關心每一帳的狀況。在松樹下很舒服，WC還算乾淨，水壓穩定熱水充足，冰箱比較舊會結霜出水，整體來說算是不錯的營地,5,1,1,2,5208,2022/10/06
場地有鋪石子且平坦、視野遼闊、光還少可以看到許多星星、老闆親切洗手間洗手間及沐浴間乾淨、但熱水要等一陣子,5,1,1,2,4210,2023/05/07
營地各區規劃的很棒，視野寬廣，可俯視蘭陽溪、蘭陽夜景、白天可逛太平山、鳩之澤、棲蘭、明池、清水地熱、⋯包區也超棒的，而且營主超親切的！是我宜蘭露營地的首選，推薦給大家。,5,1,1,2,2359,2020/05/07
衛浴非常乾淨，有冰箱可以冰，老闆娘人非常好，旁邊有森林可以爬上去拍照，風景也美～～,5,1,1,2,231,2020/05/09
營區景觀很棒，浴廁等設施可以再加強。營位旁邊就可以看到螢火蟲超棒！建議可以將剝桂竹筍的體驗重新包裝規劃 ，讓更多人一起參與！,4,1,1,2,67,2017/05/31
老闆跟老闆娘人很親切     雖然沒規劃  露營區的區域分的很開  這樣比較不會少的別人,5,1,1,2,1420,2022/05/07
有人工河給小朋友玩水，公設也算齊全，下次還會來,4,1,1,2,3451,2019/05/07
風景不錯，環境乾淨整潔，老闆用心，廁所完美，值得推薦，下雨不會積水,5,1,1,2,2817,2018/05/08
這邊的廁所和浴室還蠻乾淨的，不過這邊沒有自來水用的水都是山泉水，所以有點黃和濁濁的，這邊也沒有提供飲水機，要自己買水，螞蟻和蜘蛛網都很多，所以要注意不要撞到，露營區的小樹間隔有點窄，所以車子較難停進去和出來，不過晚上聽著河流聲睡覺是還蠻不錯的。,2,-1,1,0,6695,2024/04/07
很棒的營區體驗深刻的鄒族在地部落文化一定要來,5,1,1,2,65,2021/05/07
很多螞蟻，但是水池，和沙坑好玩，還不錯，很好玩,5,1,1,2,2522,2021/05/07
感覺這地方的是一個很棒的地方，老闆人好棒⋯⋯重點是這地方磁場很好⋯下次ㄧ定要再來⋯朋友們約囉喔⋯⋯,5,1,1,2,76,2022/05/09
環境清幽，風景宜人，是值得一去再去的好地方,5,1,1,2,6436,2021/05/08
環境。廁所很乾淨!營主很親切!唯一可惜鄰近廁所旁的A雨棚區五點多開始早跟半夜晚都很吵!,5,1,1,2,170,2023/05/08
關於我心目中的最爛營區，這裡絕對是第一名。場地不平整，搭帳的地方高高低低，帳邊的洗手槽還破掉歪斜，下雨整個場地非常的泥濘，搭帳的下面雖然有護草墊，但水還是滲入帳篷。洗澡水忽冷忽熱，在這種冷天洗澡，是一種酷刑。廁所貌似沒有定時打掃，味道很重……=》感覺營主根本沒有用心經營。剛好地點的關係，風非常的大，又遇到下雨，整個晚上都無法睡覺。這部分屬於氣候因素，只能說我們很幸運遇到了XD營區離台北很近，離淡水採買、外食很近，這是唯一的優點。非常不推薦的場地！,1,-1,1,0,695,2024/01/07
很多小區 雨棚長度夠 下大雨不會淋到 若怕溼帶個天幕延伸出去較保險 碎石地會有雨水滲過來 若有護草墊墊高更理想 適合小包場 環境清潔 視野佳 水壓大 洗澡不會忽冷忽熱,4,1,1,2,2424,2021/05/07
老闆的服務態度親和 環境也很清幽 而且不行就有溪水可以玩 不錯,5,1,1,2,4995,2018/05/30
風景很好 老闆也很好看 家裡的狗狗也和羊變成好朋友。,5,1,1,2,115,2023/05/07
埔里暨南大學進來後，延著導航指示進來，很棒很乾淨的露營場地，營地附近很多百香果田，草皮養護的很棒，很適合小朋友放風，走之前可以到桃米社區逛逛，買點百香果回去當伴手禮 ^^,5,1,1,2,5579,2023/05/07
營地景色很漂亮，整理的也很讚，老闆超級熱情，很適合全家大小親子一起參加,5,1,1,2,7170,2023/05/07
"雖然遇到寒流,但是還是露得很爽!。雖然遇到寒流,但是還是露得很爽!",5,1,1,2,799,2023/01/05
洗澡沒熱水 水壓又不足 唉,2,-1,1,0,1279,2023/05/06
小而美的營區️！視野寬闊、！共24帳、浴廁一起、共8間、很大哦！老闆親切、熱情！一個人搭帳、闆娘來問了三次要不要幫忙、我跟他說你放心她才離開！哈超可愛的！跨年晚會、營主女兒施放煙火、還分享仙女棒給大家玩！小孩超開心！,5,1,1,2,6538,2021/05/07
"很棒的營地！！！。營地環境舒適、雨棚帳位又大,可以少帶一些裝備，而且營主很親切也非常用心整理環境，浴廁都很乾淨，浴室還乾濕分離(讚)，還有兒童遊樂設施&小溪，超棒的營地，還會再來露唷~",5,1,1,2,3090,2020/12/15
生態豐富，環境優美乾淨，有吊床很吸引小孩。,5,1,1,2,1356,2017/12/01
蚊子小黑蚊多到可怕。大家都被叮的很慘，若要去需要先有心理準備，至少要著長袖長褲。,5,1,1,2,1692,2018/10/22
無敵差評千萬不要來受氣營主非常沒有耐心小孩玩球營主車子就停旁邊球打到車子就被營主罵了一個老太太還走來帳篷罵大人一樣講話態度真的非常差口氣無敵差露營想放鬆晚上又換年輕的來罵垃圾亂丟明明還沒整理好而已要這麼兇嗎真的這麼不歡迎開什麼營區真的讓人很不爽到極點是完全不歡迎寵物老太太營主自己嘴巴說出來的營主說：「我就最討厭寵物」,1,-1,1,0,3067,2024/03/08
廁所非常乾淨，幾乎連蟲都沒有，老闆熱心，不時還有趕鵝的活動，跨年還有煙火秀可以看，是個很棒的露營區,5,1,1,2,2350,2024/01/07
營主人親切又和善，營區環境優美接近大自然，值得再訪的好地方 …,5,1,1,2,5428,2022/05/06
除了進出道路較不平整，其他都非常棒。每一帳之間的空間得當、環境整潔舒適、廁所非常乾淨,5,1,1,2,1978,2021/05/12
露營採五月桃及溪流玩水好去處,3,0,1,1,3978,2019/05/07
很棒的環境跟小溪。。地面可以多鋪一些碎石讓下雨過後的地面不積水，整體環境很棒蟲鳴鳥叫，雨棚區前面大草皮也很方便玩，就是踢球容易掉溪水要注意。,4,1,1,2,1669,2020/11/16
當天包區營位800還算便宜訪客停車每車收300，每幾個小時就來巡邏ㄧ次一直來收停車費，朋友開車來一下下，就收300這次露營3天，停車費花了1800，真是～～老闆口氣很差，一點親切感都沒有，沒有下次了,1,-1,1,0,6336,2022/05/07
營區稍微小一點、營區沒什麼風景、可以往上走可以看到山嵐跟雲海！營帳多、使用電暖器容易跳電！衛浴3間水壓不足、熱水忽冷忽熱、甚至水變小！,3,0,1,1,1269,2023/05/06
游泳池很不錯，小朋友玩水玩的很開心，雨棚真的太小，深度不夠，帳棚搭好前面擺張椅子，椅子就在雨棚外了，天氣這麼熱搭完帳連個可遮陰坐一下的地方都沒有，還要站在大太陽下煮食，雨棚寬度也不夠，跟隔壁有帳帳相連的感覺，雨棚區最裡面ㄧ帳旁邊竟然有養鵝，不但ㄧ整天呱呱叫還有臭味，根本無法搭帳，營區有不少蟑螂還一直飛起來，小朋友每隔一陣子就會驚聲尖叫。第一天沒感覺有蚊子，但第二天一早睡醒，兒子要從帳棚出來打開帳棚門突然大叫「有蚊子」立刻火速拉上門，還在睡夢中的我心想兒子大驚小怪有蚊子很正常啊！但仔細一看，竟飛進來一整群蚊子，當下嚇到整個醒來！全家開始狂打蚊子，打完算了算大概10來隻吧！整個雨棚區設了7帳，但只有最前面跟最後面有設水槽，而且真的只有水槽洗完餐具連個可暫時擺放碗盤的地方都沒有。,1,-1,1,0,6452,2020/05/08
營主打掃超勤快，廁所很乾淨，營地小而美，假日滿帳比較會聽到隔壁棚睡覺打呼聲平日來會很棒，碎石地鋪的很好，營主有用心 …,5,1,1,2,1995,2024/04/07
老闆老闆娘很親切超頻繁巡視各區垃圾桶&廁所，整理得超乾淨！C區小徑可直通梅后蔓瀑布,5,1,1,2,2641,2023/05/07
老板為人和藹可親，詳細說明，環境保護極佳、風景很美喔！是露營最佳選擇，也有其他在地商品可以購買，非常感謝！,5,1,1,2,6742,2023/05/09
洗澡跟廁所設備有點不足但帳篷跟帳篷之間距離算大老師娘不錯這邊還有商店結論 還會來,5,1,1,2,2842,2020/05/07
