content,label,rating,type,publishedDate,tokenization,sequence_num,status,origin,origin_label
露營新手忘了帶卡式爐，感謝熱心的營主直接借我們一個讓我們免去要跑一趟下山的窘境,正向,5,1,2023/12/7,,4996,1,1,正向
營主用心經營。營主把廁所衛浴都打掃非常乾淨A區風景很美 空間很大視野很好唯一因為靠近果園，所以蒼蠅多了一點，但是沒有小黑蚊。推薦,正向,5,1,2020/12/9,,4997,1,1,正向
可以說是釣客的天堂可以池釣，可以溪釣池釣大魚多，溪釣生態豐富小孩夏天可以玩溪水，舒服透心涼海拔不高，夏天要帶電風扇蚊子多，有小黑蚊要噴防蚊液,正向,4,1,2021/5/6,,4998,1,1,正向
暨南大學腹地的友善營地。#道路不會不好走，但需經過暨南大學校內，路標不是那麼清楚。#衛浴設備乾淨，水壓強！#雖然營地沒有特別的景色，但因鄰近暨南大學，讓小孩消耗精力絕無問題。#營主大仁哥挺熱情的，還會做鬆餅給大家品嚐，給過讚！,正向,4,1,2019/4/7,,4999,1,1,正向
在連假的第2天訂到2區共2帳，抵達的時候已經有3帳是前一天紮營的，結果其中2帳在最裡面搭設L型，另一帳則搭在最外面（橫向），讓我們2帳只能找空隙搭，營主回應他不知道露友會露幾天，或是怎麼搭帳，讓我們有點傻眼還是來說一下心得優點1.有發生一次跳電，營主很快就來復歸，2.2區設置的浴廁很新、乾淨，在門外設置卷筒衛生紙，上午有人會來打掃，與補衛生紙3.3區的浴室超大間，大概是2區的2倍大4.7區的景觀與視野最好缺點1.衛生紙沒有了，要等到隔天早上服務人員來補2.因為真的就在馬路邊，來往的汽車、重機聲音很大聲3.2區的浴室熱水會忽冷忽熱4.2區的廁所馬桶水箱水位設定過高，會一直滴水下來5.碎石地但有提供護草墊，可是沒有規定使用數量，晚到的就只能使用3-4塊,中立,3,1,2023/5/6,,5000,0,1,中立
很棒的營區，營主夫妻人很好。營區環境很不錯，這趟主要是來看螢火蟲，果然沒有讓我失望，看到了滿滿的螢火蟲,正向,5,1,2022/3/7,,5001,1,1,正向
"環境乾淨,風景優美管理人員態度極好 風趣好客舒服 ！",正向,5,1,2023/8/7,,5002,1,1,正向
浴廁超級乾淨，感覺營主太太一天巡視好幾趟，水壓超級強，洗澡很舒適！草地也維護的超級舒適！每區營地的水槽旁都有大垃圾桶跟回收桶，很方便，真的要說的話唯一的缺點是水槽區沒有遮陽傘，剛好這次遇到下雨＋寒流，洗東西時要用脖子夾著傘有點不便，還有晚上要自備燈掛在水龍頭，建議營主可以再考量增加遮陽傘或是雨遮,正向,5,1,2023/5/7,,5003,1,1,正向
它的淋浴間是我露營過最好的 大又乾淨連小行李箱拉進去也沒問題 不用怕會溼掉喔 可惜男女沒分開，老闆&老闆娘人很親切,正向,4,1,2019/5/7,,5004,1,1,正向
老闆細心、健談、熱情。草地柔軟生態豐富値得一遊再遊,正向,5,1,2018/5/7,,5005,1,1,正向
老闆人帥又親切，露營設備齊全，交通也很方便！ …,正向,5,1,2023/5/7,,5006,1,1,正向
不錯的營區。我們帳篷搭在第三區，邊坡的樹叢可以多一點，或者架設護欄會更安全，螞蟻有點多,中立,5,1,2021/9/24,,5007,1,1,正向
首次露營的好選擇。現場設備都可以租借、衛浴設備也很良善 附近補給點非常豐富、離海灘也很近 讓新手可以輕鬆享受露營樂趣,正向,5,1,2021/5/6,,5008,1,1,正向
營區的交通很方便，最重要的是營主夫婦熱情招待，很健談，有冰箱可以使用，小而美的營區！,正向,5,1,2019/11/19,,5009,1,1,正向
請加強浴廁管理。營地主人很熱情，服務很好，營區臨近松羅溪 ，戲水很方便 ，但是1、蹲式的廁所太小 ，壓迫感很大，晚上沒有清理 ，不是很整潔！2、浴室的蓮蓬頭壞了，水會亂噴3、營位間距太小,中立,3,1,2017/5/31,,5010,0,1,中立
整理得非常乾淨漂亮的營區。營區很乾淨，雨棚也是超大的! 有很多腳踏車給小朋友騎，還可以畫畫，幾乎沒有蚊子，只有一些蒼蠅，很適合新手露營!,正向,5,1,2022/4/26,,5011,1,1,正向
闆娘跟老闆真的非常熱情又好客，對於初次露營的人選這非常適合,正向,5,1,2019/1/1,,5012,1,1,正向
老闆健談熱情整體營區不算大營位大多有五葉松可遮蔭算是小而美的營區夏天到訪有小黑蚊扣分原因除了戲水池清潔度有待加強外主要在管理方面未能嚴守夜衝規定11點還有人進場 12點敲營釘、充床墊在此營區兩夜均遇到脫序、無素質的露友雖非營主之罪  但營區有管理之責已造成觀感不佳,負向,3,1,2023/5/8,,5013,0,1,中立
較少的人工設施這點很好，山景很美。建議廁所可以放衛生紙,正向,5,1,2017/11/20,,5014,1,1,正向
"1.訂位網站上有寫明不能使用卡啦ok，那應該維護其他露客的權益，反應就應該馬上處理，而不是放任唱整天到晚上九點。2.整個場地非常大，B區帳位空間很長，但帳與帳間距離可以寬些會更好。3. 浴室非常大，但熱水每間不一樣，有的不夠熱，有的像在做冷熱循環測試。4. 小蟲多，但戶外難免，還可以接受。5. 遊樂器材ok, 可以讓小孩放電。",正向,3,1,2022/5/7,,5015,0,1,中立
"2021-4/10～11樂哈山農場位在白蘭部落的偏遠角落，幾乎快到山巔的位置，海拔約1,200公尺，不僅擁有雲海在前方聚攏的地理條件，一陣薄霧，為四周景物披上一層白紗，讓人彷若身在遺世獨立的人間仙境。而讓樂哈山露營區更具魅力的，也能直接看到日出，能盡情享有純粹原味的自然景觀。",正向,5,1,2021/5/7,,5016,1,1,正向
1：場地沒規劃好，營位明顯不夠大還是當大家帳篷都是300*300，硬要大家車子擠在一起，下雨天變直接泥巴地，雨排水竟然在營地正中間…動線規劃很不行。2：反應廁所有螞蟻（多到無法上），營主回：你可以上別間啊？3：瓦斯只有沸水跟冰水，洗澡全看運氣。有反映營主，營主回：你沒反應我怎麼知道？自主檢查是基本的吧？4：沒有大垃圾桶在營地旁邊，可回收垃圾沒地方丟5：三個營區共用一台雙門冰箱，完全不夠用，到營區竟然還沒插電還要自己插其實以上這些都不會讓人氣到想留一星，一句會改進就好了，是營主的消極態度實在讓人不敢恭維，回覆不是態度極差，就是在跳針，只有收錢的時候最積極，真的只會去一次,負向,1,1,2023/11/6,,5017,-1,1,負向
喜歡安靜的朋友這邊不太適合，每帳的距離太近了有大家都住在同條街的感覺，只要有一戶帶小孩（因為小朋友只能在中間的草地跑）就會有被打擾的感覺，到了晚上12點每帳都很熱鬧；廁所洗手台跟吹頭髮的區是共用的，會同時有人洗手跟吹頭髮的窘境...,中立,2,1,2021/5/6,,5018,-1,1,負向
剛下山就想念那𥚃的景色和低溫老闆夫婦超級「好」這裡超級建議平日去～～^_^ …,正向,5,1,2018/5/8,,5019,1,1,正向
整體環境很棒老闆娘很熱情晚上有很多螢火蟲可以看,正向,5,1,2024/4/23,,5020,1,1,正向
D區位子很小，我們四個營位的人勉強把車停進營區，不然就有人要停到路邊。。營區就位於路旁邊，要多注意小朋友有沒有跑到馬路上。要來真的比較適合包區。,中立,3,1,2022/10/12,,5021,0,1,中立
營主人很好 廁所乾淨  風景很好 離商店很近 很值得來！,正向,5,1,2023/11/7,,5022,1,1,正向
"營主很扣門，會限制洗澡熱水，熱水量超小，很會跳電，連續幾天露營在時間內熱水還是會被關掉變冷水，洗到一半變冷水，很多東西都老舊，旁邊是農田，周圍沒景觀，不時有農藥味還是屎味飄過，反應營主沒用，基本上不會理你，或是說好沒做，活動空間不大如果單純就想在外面過夜的人可以去，有露營經驗者通常不會去第二次，也不會推,很討厭說一套回一套，做又是一套的人",負向,1,1,2022/5/6,,5023,-1,1,負向
營主阿公阿嬤很親切，草皮厚實赤腳踏上很舒服了,正向,5,1,2021/5/3,,5024,1,1,正向
風景很不錯的營區，天氣好的話能看到滿天星星，也十分幸運的看到了雲海，營區有幾隻小羊很有趣，衛浴是全新的也很乾淨。,正向,5,1,2023/5/7,,5025,1,1,正向
非常原始的營區，晚上幾乎沒有光害可以看到美麗的星空，要注意的地方是到營區的路比較小條，幾乎沒有辦法會車，以及營區裡面沒有收訊,正向,5,1,2023/5/8,,5026,1,1,正向
風景很優美，但作為露營地，元旦連假感覺有點超收，浴室廁所略少而且空間狹窄。我們的食物冰在公區冰箱被偷走了，我們是當天最早拔營的一組人，約莫11點2個冰箱就完全清空了，還是第一次遇到這種情況⋯,負向,3,1,2024/2/7,,5027,0,1,中立
環境感覺有整理，但是有夜間很多蟑螂，小黑蚊，還有野貓...疑似被跳蚤咬！釣魚部分值得分享...但環境很恐怖...露友有去...請記得噴防蚊液！避免回來要承受傷口復原...慘痛代價,中立,3,1,2020/5/6,,5028,0,1,中立
環境乾淨，有孩子最愛的沙坑，唯沒有飲水機會有點不方便,正向,4,1,2021/5/7,,5029,1,1,正向
"營區介紹看起來腹地很大,實際上是在大斜坡上所以沒有太多的活動空間,營位偏小",中立,2,1,2023/5/8,,5030,-1,1,負向
舒服，舒適的好營區，衛浴乾淨有洗髮沐浴用品，還有玩水道，尤其營主熱心隨和，ㄧ早他要出門還問我們要不要幫忙買東西，還拿可樂李子給小朋友吃，很不錯的營區,正向,5,1,2023/5/7,,5031,1,1,正向
草皮很漂亮，浴室很乾淨，熱水夠熱，營主不超收，渡假就是超享受，帶著初露朋友一起體驗，大家都很喜歡的營區，也愛上禾田農莊 …,正向,5,1,2021/5/7,,5032,1,1,正向
草地沒幾根毛踩到ㄧ堆泥巴廁所味道很臭（要憋氣）老闆變速箱感覺很差免費都不想再去了,負向,1,1,2023/5/7,,5033,-1,1,負向
非常棒的營區，悠閒還有室內遊戲區可以給小孩放電，晚上還有播放電影！ …,正向,5,1,2024/1/7,,5034,1,1,正向
。抵達營區現場後 發現整場營地沒有「燈光照明」設備，只能先靠自己車上大燈 勘場搭帳。。感謝營區提供了冰箱給露友使用 當晚出現一個插曲：已告知營主有夜衝露友入場  實際抵達要使用冰箱時發現 營本部居然大門深鎖 無法打開！於是去電營主 ⋯但營主一句 我今天下午過去但忘記帶鑰匙.... 中間一番電話交涉後。還是十分感謝/麻煩營主過來協助開門。。營區鄰近路邊 早晨有車聲 都可以習慣.但有二點 較為不能接受：因為無大門控管進出的人潮 在營區內遇到幾組 走路/騎機車進來的陌生人.隔日下午甚至遇到一位 神情怪異的男子居然直接走向兒童滑梯區，幸好 當下我和先生朋友 在營區入口處聊天，告知對方 我們是包場 請他離開！結束一場驚險,負向,1,1,2020/5/7,,5035,-1,1,負向
環境優美，浴廁非常乾淨。老闆娘美麗又親切。很多蝴蝶，沒什麼蚊蟲！,正向,5,1,2021/5/8,,5036,1,1,正向
山景美麗有大景，浴廁乾淨第一名，特製烤雞香多汁，營主幽默人和善。,正向,5,1,2023/5/6,,5037,1,1,正向
"老闆娘超nice,六星級乾濕分離衛浴,還有免治馬桶,處處溫馨體貼設計,值得再去",正向,5,1,2020/5/8,,5038,1,1,正向
2017雙十連假第一次造訪廁所非常乾淨 老闆員工都客氣到不行為客人著想 很用心的經營真心推薦！ 有希望有機會再次造訪,正向,5,1,2018/5/8,,5039,1,1,正向
營主親切 環境優美！不會帳帳相連!值得推薦給朋友唷！ …,正向,5,1,2019/5/6,,5040,1,1,正向
營地是石頭地營釘很難釘的下去，風大就會把營釘把起，下次不會再去了,負向,1,1,2020/5/6,,5041,-1,1,負向
環境美到無法言語老闆和老闆娘人超好！  對露營新手來說真的超棒雨天也有遮雨棚  飲水機 浴室還有沐浴乳  ！完全很可以！還有果園可以摘橘子  簡直世外桃源  三個字下次見,正向,5,1,2022/5/7,,5042,1,1,正向
路不好走高地盤的車輛比較適合可是風景夜景超美,正向,3,1,2020/5/9,,5043,0,1,中立
可以親子都無限放鬆的園區。2023年入住的第一波寒流，很開心可以遇到園區乾淨，衛浴也是乾淨的無懈可擊，沒有尿味，園區的垃圾桶也定時來收拾，使髒亂和蚊蠅降到最低！設施也讓孩子放風不少，動線也不錯，還有貼心的雅房，讓有老人和幼嬰也有機會享受與家人同享的機會!!讓年底的一露留下深刻的印象!!,正向,5,1,2023/11/20,,5044,1,1,正向
這天只有我們一帳，因為毛毛雨，協助我們換到有遮雨的地方，廁所也很大很乾淨，晚上也很舒適！,正向,5,1,2018/9/3,,5045,1,1,正向
營地主人把營地用的很好，從小細節就用心！大推！旁邊還有溪水可以玩列入會再去露的營地！,正向,5,1,2017/5/6,,5046,1,1,正向
1). 衛浴有乾濕分離 加分， 但廁所仍有加強空間2). 帳篷安排稍嫌密集，沒有辦法有大草地活動3). 未限制管理帶寵物的露客，半夜狗吠，早上起床發現草地上多了許多狗便！,負向,2,1,2021/5/7,,5047,-1,1,負向
我喜歡這邊的露營區的環境，為什麼呢？因為這裡的環境優美且山嵐嬝嬝以及浴室（燒鍋爐）很原始且很獨特，所以各位是露營咖的話，千萬別錯過喲～ …,正向,5,1,2020/5/7,,5048,1,1,正向
環境還不錯排水系統好、大雨沒看到積水廁所很乾淨，洗澡空間大有大冰箱可以使用非露營者禁止進入，管制嚴格不會打擾還有販賣部可補充有溪水可玩，還算安全,正向,4,1,2018/5/7,,5049,1,1,正向
老闆超好！很健談，看到老闆開了小小吉普車也想開，老闆就讓我們試試，環境乾淨 晚上的星星好多很美,正向,5,1,2023/5/6,,5050,1,1,正向
CP值高的營地，非常推薦輕露營或三代同堂。老闆娘非常好客且熱情，雖然設施不像其他露營去那麼多元，但真的是很好放空的地方，臨近還有許多景點可以去，足以彌補設施不足的缺點。下次會再回訪。,正向,5,1,2019/2/11,,5051,1,1,正向
乾淨、寧靜、道路算好開。 夏天晚上也涼快。 會再來。 謝謝老闆用心經營。,正向,5,1,2023/7/6,,5052,1,1,正向
想說帶孩子來戲水池消暑，結果戲水池壞了，實在很可惜蠻多狗大便跟小黑蚊及蒼蠅，冰箱是單門上下，滿帳時是不夠冰的整個營區只有兩處浴廁，上面那處男女各一間浴室、各兩間廁所，但其中一間女廁不知為何都鎖著不能使用營主只有最後一天收錢才出現，夜衝入場時，感覺像是委由外人幫忙帶進來的，未說明設施除了狗大便，營區還算是乾淨洗澡水夠大，冷熱稍不穩定，但可以接受半夜會有狗叫聲離市區約半小時,中立,3,1,2023/7/8,,5053,0,1,中立
很棒的營地 營主人非常好 水廁五星級 寵物友善風很大重點注意：導航遇小路別開進去 可先導桃子菇菇 到了再導塔曼之光 如此一來 都會是好走的路,正向,5,1,2024/1/7,,5054,1,1,正向
住在竹雞區 位置低景色比較少，該提供的都有提供衛浴設備乾淨 照明也明亮很可以小不方便臨近只有隔壁烏嘎彥露營區有販賣機和小店舖可買東西 …,正向,4,1,2023/5/8,,5055,1,1,正向
夜間照明不足，小朋友去廁所看不到路線。雨棚區無停車位。,負向,1,1,2021/5/7,,5056,-1,1,負向
真的讚，營主的用心熱情讓我們感覺到滿滿的感動,正向,5,1,2023/5/7,,5057,1,1,正向
服務很好 且親切。老闆娘們都很親切 服務很好,正向,3,1,2017/3/12,,5058,0,1,中立
雙十節連假來訪，露友都很優質，十點以後都很安靜。有沙坑、盪鞦韆、溜滑梯，小朋友不無聊。全區樹木多，昆蟲鳥鳴生態豐富。衛浴多間且乾淨，提供衛生紙，洗髮精、沐浴乳無提供，需自備。設有冰箱、飲水機、吹風機。道路好到達，離南庄老街近，外食、採買皆方便。,正向,5,1,2023/5/6,,5059,1,1,正向
千萬不要用google map導航會走錯路，要依照營主的路線才會順利到達，路況算不錯夜衝要小心會車，此處空氣良好環境優美、廁所乾淨整潔，百萬夜景不虛此行！,正向,5,1,2023/5/8,,5060,1,1,正向
二度回訪 景色 環境 服務 設備依然值得光臨~。這次參加了竹筒飯DIY活動 真的是狠棒的體驗 竹筒飯也超好吃 ~,正向,5,1,2020/10/12,,5061,1,1,正向
30年前就來過 那時比較原始 一切要自己帶 沒人來很清淨，慢慢開發現在有房間 餐廳 很方便。也可露營自己帶帳篷 野炊用品自己動手。,正向,5,1,2017/5/8,,5062,1,1,正向
風景很美！營地有戲水池、沙坑、望遠台、射箭練習區，廁所與衛浴有分開。很適合親子一起來！山上蚊子多、有小黑紋，一起來的人中有雙腳被叮幾十包，我噴防蚊＋防小黑蚊液還被叮五個包，建議一定要做好防蚊措施！,中立,5,1,2021/5/7,,5063,1,1,正向
除了蚊子蒼蠅多有點。。。多其他都不錯包場露營的好所災,中立,4,1,2023/11/8,,5064,1,1,正向
老闆親切、服務體貼藍色金剛鸚鵡是這裡的活招牌淺水池是孩子們玩樂的最愛,正向,5,1,2020/5/8,,5065,1,1,正向
小兒巧的營區。營區不大但是給的位置非常大，訂了2帳都是大頂的帳篷還搭設一頂大天幕，真的非常夠用，非常自然的環境，許多種類的昆蟲會來找我們玩喔！但是這就是沒被破壞的山林，建議怕蟲的人來挑戰。總之環境不錯可以包區玩樂但…訊號,正向,5,1,2023/11/20,,5066,1,1,正向
制高點在沿路上可以看到雲霧在身旁飄移，可惜森林區形狀扁平，帳篷只能橫著架，無法直接面對外面風景，而是得看著別人的帳篷，石子地面有些斜度。夜景區風景漂亮，可惜超收擁擠，帳篷也只能橫架，帳與帳相鄰很近，無法直直地在客廳帳中向外看。浴室電燈很少，昏暗，熱水夠熱水壓穩定。若是沒有超收可以考慮夜景區，否則下次不會再來，老闆娘態度很好這個加分,中立,3,1,2022/5/9,,5067,0,1,中立
看到營主不斷的在拖廁所外面地板，擔心下雨地板濕滑危險，覺得很棒！,正向,4,1,2022/5/6,,5068,1,1,正向
服務業態度這麼差真誇張,負向,1,1,2023/5/7,,5069,-1,1,負向
原來是野營區啊我以為是露營區呢回來看到負評這麼多我就放心了 …,負向,1,1,2023/5/8,,5070,-1,1,負向
營主很熱情，雖然全雨棚不過水泥地很容易有白灰,中立,5,1,2020/3/5,,5071,1,1,正向
營主客氣，環境舒適，溪水清澈、泳池冰涼，還有提供wifi喔！,正向,5,1,2023/5/7,,5072,1,1,正向
與朋友週末度假的好地方，雲海上令人驚嘆的日落和日出景色！,正向,5,1,2022/5/7,,5073,1,1,正向
營區夫妻人很好很親切，熱水很充足喔！小而好的露營區,正向,4,1,2017/5/22,,5074,1,1,正向
中秋連假在C區露營，營位規劃很大，草地漂亮、停車規劃整齊，有任何問題反應，營主都馬上處理，不得不誇讚衛浴空間，廁所乾淨香香的，浴室很大間（矮凳、水桶、水瓢、小垃圾桶齊備）,正向,5,1,2021/5/9,,5075,1,1,正向
老闆很親切，營區很大也很漂亮，裡面也有養幾隻可愛的狗狗貓咪浴室很大廁所也乾淨唯一缺點是去的路比較小條 …,正向,5,1,2023/6/6,,5076,1,1,正向
我第一次露營到廁所清潔頻率這麼低的營區，打電話反應後還沒來清。另外，熱水忽冷忽熱，睡忽大忽小，寒流起早很痛苦。,負向,1,1,2023/5/9,,5077,-1,1,負向
因靠羅馬公路~選B區或B區旁的雨棚區由佳，且旁邊就有路直接下溪流，草皮養護得不錯~~ 這次去廁所維持很乾淨喔~!!,正向,4,1,2021/5/6,,5078,1,1,正向
交通方便，浴廁乾淨，草坪非常漂亮，適合小孩放電，營區內直接就可溪釣，值得來露的營區,正向,5,1,2024/1/6,,5079,1,1,正向
很棒的營區，維持的很乾淨，親切的服務。真的很適合親子遊!!,正向,5,1,2017/10/12,,5080,1,1,正向
露營車可抵達，但必須從仙草博物館方向進營區，浴室乾濕分離，熱水強勁，大推,正向,5,1,2023/5/8,,5081,1,1,正向
喜嵐露營是我人生第一次感覺，新竹怪風非常可怕，雖然我們選擇雨棚區，還是被風雨打擊，當天附近所有露友全數撤退。我們四帳還是堅持到底。風雨生信心，從那回之後，覺得沒有其他能挑戰我們的露營精神的。營主很用心，這裡是很棒的營區。推薦給大家。,正向,5,1,2019/5/7,,5082,1,1,正向
洗澡沒熱水，這點加強就更棒了。經過一天白晝與黑夜的局部強雨小雨侵襲，場地草地仍不積水，第ㄧ次看到，讚！廁所五星級可惜水不熱，10月連假來，太陽曬仍很熱，還是需帶電風扇,正向,4,1,2017/10/8,,5083,1,1,正向
價錢親民，包場附近沒人不怕吵，還有免費桶仔雞器具及烤肉器具使用，很方便。營主服務好，浴廁很乾淨。,正向,5,1,2018/10/18,,5084,1,1,正向
營區環境不錯，雖然沒有厲害的景，但營區都還算整理的不錯，唯一比較不ok的是洗澡水溫忽高忽低沒辦法好好地洗澡，其他的表現算可以。,中立,3,1,2022/5/6,,5085,0,1,中立
草皮厚，營主用心山路不長，無大風可遠觀鷂婆山,正向,3,1,2021/5/8,,5086,0,1,中立
值得再去的營區。營主夫婦很認真的經營著營區，營區的浴廁乾淨明亮，沒有味道。一天更換好幾次的廁所垃圾。夜間照明非常好！雨棚設置也越來越完善，冰箱、飲水機、桌椅一應俱全。有白鐵桌、有椅子，可以減少裝備上山。晚間10點多營主夫妻還會出來看看營友們有沒有什麼需要？另外營主自己種了咖啡，也可以去咖啡廳悠閒的喝杯咖啡。,正向,5,1,2023/7/8,,5087,1,1,正向
"營主人很好，B,C區沒有景不過有星星可以看，洗澡是用燒柴的，多人同時洗水容易忽冷忽熱洗手間乾淨，打掃的很勤勞",正向,5,1,2024/4/6,,5088,1,1,正向
營位沒有垃圾桶，要把垃圾拿去廁所外面的垃圾桶丟，營主沒有事先告知有季風問題，風很大導致帳篷及炊事帳被吹壞，地板為石頭地營釘不好叮，且可能是連假前往電壓也不足，請要前往露營的露友要考慮！,負向,1,1,2023/5/6,,5089,-1,1,負向
營區路線普通，但風景美麗！營區價位稍嫌太高！,中立,3,1,2019/5/9,,5090,0,1,中立
不能照google導航走，一定要看路標。營區整理得非常乾淨整潔，花草樹木賞心悅目，浴廁非常乾淨，附沐浴乳洗髮乳、衛生紙、吹風機，還有洗衣平台及脫水機。每個營位都有一個水槽及電箱，露天營位的水泥地對需要下釘的帳篷稍稍不便，而且一定要鋪護草墊，不然水泥無法排水地墊會濕掉，唯一缺點是有小黑蚊，叮人會痛，要穿長褲跟襪子！,中立,5,1,2021/5/8,,5091,1,1,正向
以大臺北地區來說算是交通非常便利的露營區，公共設施有沙坑，戲水池還有籃球場，草地也養的很乾淨漂亮，但是有大隻的螞蟻要小心，衛浴設備的表現算是中規中矩,正向,4,1,2021/5/8,,5092,1,1,正向
營主人很好 。營區衛浴乾淨 。路很好開，風景超美 。,正向,5,1,2023/5/6,,5093,1,1,正向
營主大哥大姐很好相處會一直來問我們需要什麼幫忙嗎？也不會有一堆限制讓你完全的放鬆,正向,5,1,2023/5/9,,5094,1,1,正向
地點很好，晚上很安靜，老闆很親切，設施不錯幸運的是二月開滿櫻花樹真的超漂亮，小孩也玩的開心！！,正向,5,1,2018/5/8,,5095,1,1,正向
已經來第二露，品質沒什麼好說，就是讚。路不難走，營主人很好，總之就是很棒的營區!,正向,5,1,2022/8/26,,5096,1,1,正向
一個很舒服的露營地 值得讓人在回露 已加入最愛之一 謝謝營主的招待 值得推薦,正向,5,1,2023/11/7,,5097,1,1,正向
夏天露營避暑好地方，環境乾淨，空氣好如果營位可在寬鬆一些些更好,正向,4,1,2018/5/8,,5098,1,1,正向
風景很美，上有星空，下有雲海，夜有台中彰化南投的夜景，很棒,正向,4,1,2019/5/9,,5099,1,1,正向
老闆超客氣的，營地、衛浴乾淨，過年也不超收。,正向,5,1,2021/5/8,,5100,1,1,正向
這次搭在B區營位幾乎都在樹下所以毛毛蟲很多建議穿長袖長褲比較不會被毛毛蟲攻擊冰箱跟衛浴都在入口處若是滿帳稍稍覺得不足小朋友遊戲區也是在車道邊若有車子經過要留意自家小孩安全可惜到訪時天氣不夠熱不然遊戲區應該小孩會玩瘋,中立,5,1,2023/6/6,,5101,1,1,正向
環境非常好，而且都滿帳營位空間還非常大，重要的是還有大片草地讓小孩奔跑玩樂，一群小孩真的在大草皮從早玩到天黑，還有小小動物兔子可以觀賞。衛浴空間也很大很乾淨，同行的友人都說真的很棒，是會想再拜訪的營區。還有謝謝營主的米，真的很感謝餒!! 也第一次遇到早上9點多快10點叫孩子們閉嘴的露友(也辛苦他們了，半夜1、2點還沒就寢難免起得比較晚),正向,5,1,2022/5/7,,5102,1,1,正向
A區雨棚滿+對面A區草地滿帳 共12帳，真的稍嫌擁擠~沒什麼活動空間~可惜了這個營地~,負向,1,1,2023/5/6,,5103,-1,1,負向
誰可以解釋為什麼第一張照片是大湖公園的拱橋？？？,中立,5,1,2021/5/7,,5104,1,1,正向
"一個適合分區包場的小營區，環境維持的不錯！營主很熱情，時常會來關心是否有需要幫忙的地方，浴廁主要在A，C兩區，熱水主要為柴燒，營主傍晚就會開始辛苦的幫忙燒熱水，週邊生態維持的還不錯，蟲鳴鳥叫聲不絕於耳！旁邊的梅后蔓瀑布因營區旁有一條捷徑可直接連接要去瀑布的道路，就不用還要從竹62的7K處下切，可以省掉不少路程，約走個10幾分鍾就可到瀑布，其中共有兩個岔路，不要走錯！不過最近應該是枯水期的原因，水量有點少，不過溪水冰涼清澈，還有小魚優游其中，值得一探。對於營區選擇，想要視野好的就選A區跟VIP一帳獨享，不需要視野好的，則B,C區皆可！位置較低，適合練腿力（因為如果需要到營本部，有一點落差）。",正向,5,1,2021/5/7,,5105,1,1,正向
雨棚無電燈 需自備風景稍嫌不足浴廁數量適中,中立,4,1,2023/9/8,,5106,1,1,正向
我是中秋連假來露營，到的時候剩邊邊幾帳，其他幾乎都帳帳相連，我們搭一個天幕就影響到其他營位了，逼不得已把天幕取下，覺得少收一點營位會更好，太擠了，蒼蠅跟蜜蜂超多，白天起來準備早餐會蠻惱人的。優點是風景還不錯，老闆娘人還不錯，衛浴普通，不髒。,中立,3,1,2021/5/8,,5107,0,1,中立
沒啥設施，衛浴只有2間，廁所2間，滿帳要提早去洗不然要等很久,中立,3,1,2020/5/9,,5108,0,1,中立
第一次來，晚上營主也不來巡，打電話給營主，11點多了，有帳篷還在群聚飲酒作樂，營主來了，還是很吵服務：1,負向,1,1,2024/3/9,,5109,-1,1,負向
營地是碎石子+泥地，營區搭完帳篷後完全沒有地方可以走，無任何設施，四個區域共用廁所，髒了到隔天早上才清理. 毫無景色！不知道為什麼要開車1.5小時然後到一塊碎石+泥地上露營…….,負向,1,1,2023/5/7,,5110,-1,1,負向
漂亮的草皮、離谷關又近。https://youtu.be/2FtLQbIibrk,正向,5,1,2021/9/8,,5111,1,1,正向
環境清優；因為複育螢火蟲不使用殺蟲劑，所以小黑蚊多,正向,2,1,2018/5/8,,5112,-1,1,負向
營區環境超優，有兒童戲玩區（鞦韆、滑梯、沙坑）營主超級超級用心的經營，超健談又客氣，衛浴間超級超級超級乾淨又大又多間可說要5顆心以及分來推薦給大家。 …,正向,5,1,2019/5/7,,5113,1,1,正向
第二次回訪，很棒的營區。營主會準備鬆餅跟冰給露友享用。,正向,5,1,2022/5/7,,5114,1,1,正向
營主放任吵鬧客人不管，從中午一路狂嗨到凌晨四點！？我們沒辦法制止酒醉客但是營區電話也沒接，過了半夜12點也沒出來制止，嚴重影響其他客人休息時間營區的使用規章明確規範禁用卡拉歐k，卻讓人一路唱到快早上引來警察勸導還是繼續大聲喧嘩，此營地不推,負向,1,1,2022/5/8,,5115,-1,1,負向
C區廁所還沒好，沒有告知上個洗手間來回要10分鐘大人還忍得住，小小孩沒辦法忍,負向,3,1,2023/5/8,,5116,0,1,中立
有提供飲用水，雨棚區建議最大尺寸搭280*280,正向,3,1,2023/6/6,,5117,0,1,中立
喜愛釣魚的人會喜歡，但是，希望別收這麼多帳，真的太滿了,中立,3,1,2022/5/6,,5118,0,1,中立
非常讚的營區。非常讚的營區（因為下雨搭帳不易，營主還借烤肉區讓我們暫時用餐），去之前看到留言說廁所浴室（舊廁所、浴室）環境不佳有異味，去現場發現除了通風口有落葉飄進浴室外，使用上完全沒有問題，建議在通風口外加紗網防止落葉飄入，而營主在事前也會提前告知廁所浴室有新舊之分，如果嫌棄舊廁所有異味，建議也可使用新廁所，總之營區環境和服務算是目前所見過很不錯露營區,正向,5,1,2018/12/30,,5119,1,1,正向
